Tested,Results,Files
flickr_1_AXR_player_241345905_5826a72da1_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2649406158_ded6be38de.jpg', '219301555_17883a51bd.jpg', '2943023421_e297f05e11.jpg', '2496370758_a3fbc49837.jpg', '245895500_a4eb97af02.jpg', '3258874419_23fec1bdc1.jpg', '2533424347_cf2f84872b.jpg', '3162045919_c2decbb69b.jpg', '2914206497_5e36ac6324.jpg', '300314926_0b2e4b64f5.jpg']"
flickr_1_AXR_player_241345905_5826a72da1_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3538213870_9856a76b2a.jpg', '2396691909_6b8c2f7c44.jpg', '219301555_17883a51bd.jpg', '2704934519_457dc38986.jpg', '3627011534_485f667b10.jpg', '3506560025_8d0f4f9ac4.jpg', '2905942129_2b4bf59bc0.jpg', '2698666984_13e17236ae.jpg', '3168123064_d1983b8f92.jpg', '3162045919_c2decbb69b.jpg']"
flickr_1_AXR_player_241346971_c100650320_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1167669558_87a8a467d6.jpg', '2496370758_a3fbc49837.jpg', '2649406158_ded6be38de.jpg', '3411393875_a9ff73c67a.jpg', '219301555_17883a51bd.jpg', '2914206497_5e36ac6324.jpg', '2943023421_e297f05e11.jpg', '3027397797_4f1d305ced.jpg', '3109704348_c6416244ce.jpg', '2533424347_cf2f84872b.jpg']"
flickr_1_AXR_player_241347204_007d83e252_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2649406158_ded6be38de.jpg', '3167365436_c379bda282.jpg', '3225310099_d8e419ba56.jpg', '2971431335_e192613db4.jpg', '2932740428_b15384f389.jpg', '211295363_49010ca38d.jpg', '2610447973_89227ff978.jpg', '2901880865_3fd7b66a45.jpg', '2496370758_a3fbc49837.jpg', '2641770481_c98465ff35.jpg']"
flickr_1_AXR_player_2526041608_a9775ab8d7_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2496370758_a3fbc49837.jpg', '3411393875_a9ff73c67a.jpg', '219301555_17883a51bd.jpg', '3715469645_6d1dc019b3.jpg', '1404832008_68e432665b.jpg', '2396691909_6b8c2f7c44.jpg', '2901880865_3fd7b66a45.jpg', '245895500_a4eb97af02.jpg', '2649406158_ded6be38de.jpg', '2196846255_2c1635359a.jpg']"
flickr_1_AXR_player_2526041608_a9775ab8d7_1_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2698666984_13e17236ae.jpg', '300314926_0b2e4b64f5.jpg', '2496370758_a3fbc49837.jpg', '2649406158_ded6be38de.jpg', '3162045919_c2decbb69b.jpg', '2914206497_5e36ac6324.jpg', '2943023421_e297f05e11.jpg', '219301555_17883a51bd.jpg', '2901880865_3fd7b66a45.jpg', '3168123064_d1983b8f92.jpg']"
flickr_1_AXR_player_2526041608_a9775ab8d7_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3203908917_53e53c03d1.jpg', '1167669558_87a8a467d6.jpg', '2649406158_ded6be38de.jpg', '2943023421_e297f05e11.jpg', '3208074567_ac44aeb3f3.jpg', '2533424347_cf2f84872b.jpg', '2914206497_5e36ac6324.jpg', '3459156091_c1879ebe28.jpg', '2480850054_de3433b54a.jpg', '1131800850_89c7ffd477.jpg']"
flickr_1_AXR_player_2894217628_f1a4153dca_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2943023421_e297f05e11.jpg', '3325497914_f9014d615b.jpg', '2914206497_5e36ac6324.jpg', '219301555_17883a51bd.jpg', '2704934519_457dc38986.jpg', '3208074567_ac44aeb3f3.jpg', '2533424347_cf2f84872b.jpg', '3162045919_c2decbb69b.jpg', '300314926_0b2e4b64f5.jpg', '2649406158_ded6be38de.jpg']"
flickr_1_AXR_player_2894217628_f1a4153dca_2_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2943023421_e297f05e11.jpg', '2649406158_ded6be38de.jpg', '2496370758_a3fbc49837.jpg', '1356796100_b265479721.jpg', '219301555_17883a51bd.jpg', '3325497914_f9014d615b.jpg', '245895500_a4eb97af02.jpg', '2914206497_5e36ac6324.jpg', '2533424347_cf2f84872b.jpg', '2610447973_89227ff978.jpg']"
flickr_1_AXR_player_2894217628_f1a4153dca_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['300314926_0b2e4b64f5.jpg', '2610447973_89227ff978.jpg', '2971431335_e192613db4.jpg', '2943023421_e297f05e11.jpg', '3424424006_98f9d1921c.jpg', '2649406158_ded6be38de.jpg', '3167365436_c379bda282.jpg', '2124040721_bffc0a091a.jpg', '219301555_17883a51bd.jpg', '2480850054_de3433b54a.jpg']"
flickr_1_AXR_player_2933637854_984614e18b_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2480850054_de3433b54a.jpg', '2649406158_ded6be38de.jpg', '2533424347_cf2f84872b.jpg', '3203908917_53e53c03d1.jpg', '2914206497_5e36ac6324.jpg', '1404832008_68e432665b.jpg', '2473689180_e9d8fd656a.jpg', '2704934519_457dc38986.jpg', '2943023421_e297f05e11.jpg', '2924259848_effb4dcb82.jpg']"
flickr_1_AXR_player_2933637854_984614e18b_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1167669558_87a8a467d6.jpg', '2649406158_ded6be38de.jpg', '2496370758_a3fbc49837.jpg', '2610447973_89227ff978.jpg', '3411393875_a9ff73c67a.jpg', '2924259848_effb4dcb82.jpg', '2901880865_3fd7b66a45.jpg', '245895500_a4eb97af02.jpg', '219301555_17883a51bd.jpg', '2943023421_e297f05e11.jpg']"
flickr_1_AXR_player_2933637854_984614e18b_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3411393875_a9ff73c67a.jpg', '3138399980_d6ab8b2272.jpg', '2718024196_3ff660416a.jpg', '3741827382_71e93298d0.jpg', '2774554310_007e980a90.jpg', '3208074567_ac44aeb3f3.jpg', '3157847991_463e006a28.jpg', '3238951136_2a99f1a1a8.jpg', '2450299735_62c095f40e.jpg', '3627011534_485f667b10.jpg']"
flickr_1_AXR_player_2994179598_a45c2732b5_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1404832008_68e432665b.jpg', '166507476_9be5b9852a.jpg', '2649406158_ded6be38de.jpg', '300314926_0b2e4b64f5.jpg', '245895500_a4eb97af02.jpg', '219301555_17883a51bd.jpg', '1356796100_b265479721.jpg', '2704934519_457dc38986.jpg', '3052196390_c59dd24ca8.jpg', '3258874419_23fec1bdc1.jpg']"
flickr_1_AXR_player_2994179598_a45c2732b5_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2496370758_a3fbc49837.jpg', '2901880865_3fd7b66a45.jpg', '3225310099_d8e419ba56.jpg', '2924259848_effb4dcb82.jpg', '2932740428_b15384f389.jpg', '211295363_49010ca38d.jpg', '3715469645_6d1dc019b3.jpg', '1167669558_87a8a467d6.jpg', '245895500_a4eb97af02.jpg', '3044536048_e615466e7f.jpg']"
flickr_1_AXR_player_3072172967_630e9c69d0_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2943023421_e297f05e11.jpg', '2914206497_5e36ac6324.jpg', '2533424347_cf2f84872b.jpg', '1056338697_4f7d7ce270.jpg', '2649406158_ded6be38de.jpg', '3538213870_9856a76b2a.jpg', '219301555_17883a51bd.jpg', '1356796100_b265479721.jpg', '2101457132_69c950bc45.jpg', '3325497914_f9014d615b.jpg']"
flickr_1_AXR_player_3125309108_1011486589_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2610447973_89227ff978.jpg', '997722733_0cb5439472.jpg', '2480850054_de3433b54a.jpg', '300314926_0b2e4b64f5.jpg', '2994179598_a45c2732b5.jpg', '3348385580_10b53391f9.jpg', '2649406158_ded6be38de.jpg', '2682382530_f9f8fd1e89.jpg', '2971431335_e192613db4.jpg', '3238951136_2a99f1a1a8.jpg']"
flickr_1_AXR_player_3154641421_d1b9b8c24c_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['219301555_17883a51bd.jpg', '2943023421_e297f05e11.jpg', '1404832008_68e432665b.jpg', '2533424347_cf2f84872b.jpg', '3162045919_c2decbb69b.jpg', '2649406158_ded6be38de.jpg', '2901880865_3fd7b66a45.jpg', '2704934519_457dc38986.jpg', '3424424006_98f9d1921c.jpg', '3203908917_53e53c03d1.jpg']"
flickr_1_AXR_player_3154641421_d1b9b8c24c_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['245895500_a4eb97af02.jpg', '2496370758_a3fbc49837.jpg', '1356796100_b265479721.jpg', '2649406158_ded6be38de.jpg', '1404832008_68e432665b.jpg', '300314926_0b2e4b64f5.jpg', '219301555_17883a51bd.jpg', '136886677_6026c622eb.jpg', '3299820401_c2589186c5.jpg', '2610447973_89227ff978.jpg']"
flickr_1_AXR_player_3154641421_d1b9b8c24c_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2649406158_ded6be38de.jpg', '219301555_17883a51bd.jpg', '2901880865_3fd7b66a45.jpg', '2610447973_89227ff978.jpg', '1404832008_68e432665b.jpg', '300314926_0b2e4b64f5.jpg', '2496370758_a3fbc49837.jpg', '3258874419_23fec1bdc1.jpg', '2473689180_e9d8fd656a.jpg', '245895500_a4eb97af02.jpg']"
flickr_1_AXR_player_3155451946_c0862c70cb_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2943023421_e297f05e11.jpg', '1167669558_87a8a467d6.jpg', '2914206497_5e36ac6324.jpg', '2533424347_cf2f84872b.jpg', '2480850054_de3433b54a.jpg', '2682382530_f9f8fd1e89.jpg', '2649406158_ded6be38de.jpg', '1056338697_4f7d7ce270.jpg', '3718964174_cb2dc1615e.jpg', '3138399980_d6ab8b2272.jpg']"
flickr_1_AXR_player_3217620013_8b17873273_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2496370758_a3fbc49837.jpg', '3225310099_d8e419ba56.jpg', '245895500_a4eb97af02.jpg', '2518508760_68d8df7365.jpg', '2460797929_66446c13db.jpg', '766099402_cdda6964f0.jpg', '2696866120_254a0345bc.jpg', '2649406158_ded6be38de.jpg', '2473689180_e9d8fd656a.jpg', '2901880865_3fd7b66a45.jpg']"
flickr_1_AXR_player_3217620013_8b17873273_0_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2473689180_e9d8fd656a.jpg', '2610447973_89227ff978.jpg', '2496370758_a3fbc49837.jpg', '3203908917_53e53c03d1.jpg', '3225310099_d8e419ba56.jpg', '3568197730_a071d7595b.jpg', '300314926_0b2e4b64f5.jpg', '2905942129_2b4bf59bc0.jpg', '2649406158_ded6be38de.jpg', '3430607596_7e4f74e3ff.jpg']"
flickr_1_AXR_player_3217620013_8b17873273_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['219301555_17883a51bd.jpg', '2704934519_457dc38986.jpg', '3187492926_8aa85f80c6.jpg', '1808370027_2088394eb4.jpg', '2649406158_ded6be38de.jpg', '300314926_0b2e4b64f5.jpg', '2473689180_e9d8fd656a.jpg', '1404832008_68e432665b.jpg', '166507476_9be5b9852a.jpg', '3168123064_d1983b8f92.jpg']"
flickr_1_AXR_player_3218480482_66af7587c8_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2496370758_a3fbc49837.jpg', '2460797929_66446c13db.jpg', '2696866120_254a0345bc.jpg', '2216695423_1362cb25f3.jpg', '2189995738_352607a63b.jpg', '245895500_a4eb97af02.jpg', '2473791980_805c819bd4.jpg', '3053743109_a2d780c0d2.jpg', '3430607596_7e4f74e3ff.jpg', '1404832008_68e432665b.jpg']"
flickr_1_AXR_player_3218480482_66af7587c8_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2704934519_457dc38986.jpg', '2649406158_ded6be38de.jpg', '2641770481_c98465ff35.jpg', '2610447973_89227ff978.jpg', '2480850054_de3433b54a.jpg', '3225310099_d8e419ba56.jpg', '300314926_0b2e4b64f5.jpg', '2518508760_68d8df7365.jpg', '1404832008_68e432665b.jpg', '2473689180_e9d8fd656a.jpg']"
flickr_1_AXR_player_3218480482_66af7587c8_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2649406158_ded6be38de.jpg', '300314926_0b2e4b64f5.jpg', '2496370758_a3fbc49837.jpg', '245895500_a4eb97af02.jpg', '3258874419_23fec1bdc1.jpg', '2901880865_3fd7b66a45.jpg', '2610447973_89227ff978.jpg', '3044536048_e615466e7f.jpg', '219301555_17883a51bd.jpg', '1472230829_803818a383.jpg']"
flickr_1_AXR_player_3222055946_45f7293bb2_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3208074567_ac44aeb3f3.jpg', '219301555_17883a51bd.jpg', '2943023421_e297f05e11.jpg', '2533424347_cf2f84872b.jpg', '1056338697_4f7d7ce270.jpg', '2396691909_6b8c2f7c44.jpg', '2914206497_5e36ac6324.jpg', '2704934519_457dc38986.jpg', '3187492926_8aa85f80c6.jpg', '1404832008_68e432665b.jpg']"
flickr_1_AXR_player_3222055946_45f7293bb2_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['300314926_0b2e4b64f5.jpg', '2649406158_ded6be38de.jpg', '1404832008_68e432665b.jpg', '219301555_17883a51bd.jpg', '166507476_9be5b9852a.jpg', '245895500_a4eb97af02.jpg', '2473791980_805c819bd4.jpg', '2901880865_3fd7b66a45.jpg', '2496370758_a3fbc49837.jpg', '2704934519_457dc38986.jpg']"
flickr_1_AXR_player_3222055946_45f7293bb2_3_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2649406158_ded6be38de.jpg', '219301555_17883a51bd.jpg', '245895500_a4eb97af02.jpg', '1404832008_68e432665b.jpg', '2943023421_e297f05e11.jpg', '166507476_9be5b9852a.jpg', '2496370758_a3fbc49837.jpg', '300314926_0b2e4b64f5.jpg', '2901880865_3fd7b66a45.jpg', '1356796100_b265479721.jpg']"
flickr_1_AXR_player_3232470286_903a61ea16_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2943023421_e297f05e11.jpg', '2914206497_5e36ac6324.jpg', '2533424347_cf2f84872b.jpg', '2649406158_ded6be38de.jpg', '3718964174_cb2dc1615e.jpg', '3459156091_c1879ebe28.jpg', '2994179598_a45c2732b5.jpg', '3162045919_c2decbb69b.jpg', '3578841731_f775cab089.jpg', '3258874419_23fec1bdc1.jpg']"
flickr_1_AXR_player_3232470286_903a61ea16_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3301811927_a2797339e5.jpg', '2616643090_4f2d2d1a44.jpg', '2194286203_5dc620006a.jpg', '3549583146_3e8bb2f7e9.jpg', '2443380641_7b38d18f5b.jpg', '2288099178_41091aa00c.jpg', '1287475186_2dee85f1a5.jpg', '3435035138_af32890a4c.jpg', '3349451628_4249a21c8f.jpg', '2207244634_1db1a1890b.jpg']"
flickr_1_AXR_player_3234115903_f4dfc8fc75_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2496370758_a3fbc49837.jpg', '2649406158_ded6be38de.jpg', '219301555_17883a51bd.jpg', '3411393875_a9ff73c67a.jpg', '245895500_a4eb97af02.jpg', '2943023421_e297f05e11.jpg', '1356796100_b265479721.jpg', '3168123064_d1983b8f92.jpg', '2914206497_5e36ac6324.jpg', '3162045919_c2decbb69b.jpg']"
flickr_1_AXR_player_3234115903_f4dfc8fc75_0_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2943023421_e297f05e11.jpg', '2533424347_cf2f84872b.jpg', '2914206497_5e36ac6324.jpg', '219301555_17883a51bd.jpg', '2649406158_ded6be38de.jpg', '3411393875_a9ff73c67a.jpg', '1356796100_b265479721.jpg', '2496370758_a3fbc49837.jpg', '3162045919_c2decbb69b.jpg', '1167669558_87a8a467d6.jpg']"
flickr_1_AXR_player_3259666643_ae49524c81_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3301811927_a2797339e5.jpg', '2194286203_5dc620006a.jpg', '2271755053_e1b1ec8442.jpg', '2616643090_4f2d2d1a44.jpg', '979383193_0a542a059d.jpg', '2414397449_2ac3b78e0d.jpg', '1772859261_236c09b861.jpg', '2696866120_254a0345bc.jpg', '2288099178_41091aa00c.jpg', '3234115903_f4dfc8fc75.jpg']"
flickr_1_AXR_player_3259666643_ae49524c81_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3459156091_c1879ebe28.jpg', '2450299735_62c095f40e.jpg', '3213992947_3f3f967a9f.jpg', '3208074567_ac44aeb3f3.jpg', '3325497914_f9014d615b.jpg', '2501595799_6316001e89.jpg', '2480850054_de3433b54a.jpg', '3203908917_53e53c03d1.jpg', '3375549004_beee810e60.jpg', '3157847991_463e006a28.jpg']"
flickr_1_AXR_player_3290105461_7590f23371_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2689001252_e0016c89f0.jpg', '2704934519_457dc38986.jpg', '2718024196_3ff660416a.jpg', '3741827382_71e93298d0.jpg', '2641770481_c98465ff35.jpg', '2215136723_960edfea49.jpg', '3256275785_9c3af57576.jpg', '1343426964_cde3fb54e8.jpg', '3225310099_d8e419ba56.jpg', '1298295313_db1f4c6522.jpg']"
flickr_1_AXR_player_3301811927_a2797339e5_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2649406158_ded6be38de.jpg', '2496370758_a3fbc49837.jpg', '2610447973_89227ff978.jpg', '219301555_17883a51bd.jpg', '245895500_a4eb97af02.jpg', '3162045919_c2decbb69b.jpg', '2943023421_e297f05e11.jpg', '2901880865_3fd7b66a45.jpg', '3044536048_e615466e7f.jpg', '3258874419_23fec1bdc1.jpg']"
flickr_1_AXR_player_3301811927_a2797339e5_1_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2496370758_a3fbc49837.jpg', '245895500_a4eb97af02.jpg', '2649406158_ded6be38de.jpg', '219301555_17883a51bd.jpg', '1404832008_68e432665b.jpg', '1356796100_b265479721.jpg', '3299820401_c2589186c5.jpg', '300314926_0b2e4b64f5.jpg', '2901880865_3fd7b66a45.jpg', '166507476_9be5b9852a.jpg']"
flickr_1_AXR_player_3317073508_7e13565c1b_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2610447973_89227ff978.jpg', '2496370758_a3fbc49837.jpg', '3225310099_d8e419ba56.jpg', '2208067635_39a03834ca.jpg', '2696866120_254a0345bc.jpg', '245895500_a4eb97af02.jpg', '2308978137_bfe776d541.jpg', '136886677_6026c622eb.jpg', '3715469645_6d1dc019b3.jpg', '1404832008_68e432665b.jpg']"
flickr_1_AXR_soccer_114051287_dd85625a04_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2480850054_de3433b54a.jpg', '2649406158_ded6be38de.jpg', '2943023421_e297f05e11.jpg', '2533424347_cf2f84872b.jpg', '2914206497_5e36ac6324.jpg', '2994179598_a45c2732b5.jpg', '2682382530_f9f8fd1e89.jpg', '3578841731_f775cab089.jpg', '3718964174_cb2dc1615e.jpg', '2971431335_e192613db4.jpg']"
flickr_1_AXR_soccer_114051287_dd85625a04_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['219301555_17883a51bd.jpg', '245895500_a4eb97af02.jpg', '1404832008_68e432665b.jpg', '1356796100_b265479721.jpg', '2943023421_e297f05e11.jpg', '2704934519_457dc38986.jpg', '166507476_9be5b9852a.jpg', '300314926_0b2e4b64f5.jpg', '3162045919_c2decbb69b.jpg', '2496370758_a3fbc49837.jpg']"
flickr_1_AXR_soccer_114051287_dd85625a04_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['219301555_17883a51bd.jpg', '2496370758_a3fbc49837.jpg', '3162045919_c2decbb69b.jpg', '3168123064_d1983b8f92.jpg', '2901880865_3fd7b66a45.jpg', '2649406158_ded6be38de.jpg', '3114944484_28b5bb9842.jpg', '1404832008_68e432665b.jpg', '3044536048_e615466e7f.jpg', '136886677_6026c622eb.jpg']"
flickr_1_AXR_soccer_114051287_dd85625a04_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2610447973_89227ff978.jpg', '136886677_6026c622eb.jpg', '219301555_17883a51bd.jpg', '2208067635_39a03834ca.jpg', '166507476_9be5b9852a.jpg', '1536774449_e16b1b6382.jpg', '245895500_a4eb97af02.jpg', '300314926_0b2e4b64f5.jpg', '1404832008_68e432665b.jpg', '2649406158_ded6be38de.jpg']"
flickr_1_AXR_soccer_1402640441_81978e32a9_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3459156091_c1879ebe28.jpg', '3325497914_f9014d615b.jpg', '3157847991_463e006a28.jpg', '2944362789_aebbc22db4.jpg', '3203908917_53e53c03d1.jpg', '2450299735_62c095f40e.jpg', '3429956016_3c7e3096c2.jpg', '132489044_3be606baf7.jpg', '180094434_b0f244832d.jpg', '2480850054_de3433b54a.jpg']"
flickr_1_AXR_soccer_1402640441_81978e32a9_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2473689180_e9d8fd656a.jpg', '215214751_e913b6ff09.jpg', '2396025708_e4a72e2558.jpg', '2901880865_3fd7b66a45.jpg', '1167669558_87a8a467d6.jpg', '3238951136_2a99f1a1a8.jpg', '2641770481_c98465ff35.jpg', '1343426964_cde3fb54e8.jpg', '2994179598_a45c2732b5.jpg', '3225310099_d8e419ba56.jpg']"
