Tested,Results,Files
flickr_1_B_ball_1764955991_5e53a28c87_1,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","['241345844_69e1c22464.jpg', '561940436_64d6fc125d.jpg', '3155451946_c0862c70cb.jpg', '241345905_5826a72da1.jpg', '506738508_327efdf9c3.jpg', '241345811_46b5f157d4.jpg', '2894217628_f1a4153dca.jpg', '3217620013_8b17873273.jpg', '2308978137_bfe776d541.jpg', '150387174_24825cf871.jpg']"
flickr_1_B_ball_1764955991_5e53a28c87_2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","['540721368_12ac732c6c.jpg', '3234115903_f4dfc8fc75.jpg', '2196846255_2c1635359a.jpg', '3116769029_f5a76f04ba.jpg', '2396025708_e4a72e2558.jpg', '1659358141_0433c9bf99.jpg', '2251747182_6b67a3ab8b.jpg', '3072172967_630e9c69d0.jpg', '2021613437_d99731f986.jpg', '3218480482_66af7587c8.jpg']"
flickr_1_B_ball_1764955991_5e53a28c87_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2218609886_892dcd6915.jpg', '150387174_24825cf871.jpg', '2933637854_984614e18b.jpg', '3100251515_c68027cc22.jpg', '2196316998_3b2d63f01f.jpg', '3167365436_c379bda282.jpg', '241345844_69e1c22464.jpg', '197107117_4b438b1872.jpg', '241347760_d44c8d3a01.jpg', '3502343542_f9b46688e5.jpg']"
flickr_1_B_ball_1786425974_c7c5ad6aa1_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2649406158_ded6be38de.jpg', '1167669558_87a8a467d6.jpg', '3225310099_d8e419ba56.jpg', '2971431335_e192613db4.jpg', '2518508760_68d8df7365.jpg', '223299142_521aedf9e7.jpg', '3258874419_23fec1bdc1.jpg', '2994179598_a45c2732b5.jpg', '2924259848_effb4dcb82.jpg', '2610447973_89227ff978.jpg']"
flickr_1_B_ball_197504190_fd1fc3d4b7_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2396025708_e4a72e2558.jpg', '2985679744_75a7102aab.jpg', '2933637854_984614e18b.jpg', '241347760_d44c8d3a01.jpg', '2196846255_2c1635359a.jpg', '2901880865_3fd7b66a45.jpg', '540721368_12ac732c6c.jpg', '114051287_dd85625a04.jpg', '1417031097_ab656bc4bd.jpg', '241347204_007d83e252.jpg']"
flickr_1_B_ball_197504190_fd1fc3d4b7_1,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0]","['2933637854_984614e18b.jpg', '3218480482_66af7587c8.jpg', '3234115903_f4dfc8fc75.jpg', '3516825206_5750824874.jpg', '189721896_1ffe76d89e.jpg', '3217620013_8b17873273.jpg', '241347760_d44c8d3a01.jpg', '2616643090_4f2d2d1a44.jpg', '241347204_007d83e252.jpg', '2120411340_104eb610b1.jpg']"
flickr_1_B_ball_197504190_fd1fc3d4b7_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2943023421_e297f05e11.jpg', '2914206497_5e36ac6324.jpg', '189721896_1ffe76d89e.jpg', '1415591512_a84644750c.jpg', '2905942129_2b4bf59bc0.jpg', '1490670858_e122df2560.jpg', '3578841731_f775cab089.jpg', '2577972703_a22c5f2a87.jpg', '2533424347_cf2f84872b.jpg', '2073964624_52da3a0fc4.jpg']"
flickr_1_B_ball_197504190_fd1fc3d4b7_4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","['2933637854_984614e18b.jpg', '540721368_12ac732c6c.jpg', '2458269558_277012780d.jpg', '2648165716_02e2e74fd6.jpg', '3453259666_9ecaa8bb4b.jpg', '3162045919_c2decbb69b.jpg', '3490736665_38710f4b91.jpg', '3399284917_721aefe2a7.jpg', '241347204_007d83e252.jpg', '3234115903_f4dfc8fc75.jpg']"
flickr_1_B_ball_2160266952_a2ab39191b_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3100251515_c68027cc22.jpg', '2218609886_892dcd6915.jpg', '241345811_46b5f157d4.jpg', '3006093003_c211737232.jpg', '3121521593_18f0ec14f7.jpg', '2623930900_b9df917b82.jpg', '2086513494_dbbcb583e7.jpg', '2339106348_2df90aa6a9.jpg', '2985679744_75a7102aab.jpg', '1472230829_803818a383.jpg']"
flickr_1_B_ball_2239938351_43c73c887c_0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['2616643090_4f2d2d1a44.jpg', '2621415349_ef1a7e73be.jpg', '241347204_007d83e252.jpg', '3155451946_c0862c70cb.jpg', '241345844_69e1c22464.jpg', '3201427741_3033f5b625.jpg', '2933637854_984614e18b.jpg', '241347760_d44c8d3a01.jpg', '2128119486_4407061c40.jpg', '1084040636_97d9633581.jpg']"
flickr_1_B_ball_2239938351_43c73c887c_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['150387174_24825cf871.jpg', '241345844_69e1c22464.jpg', '3502343542_f9b46688e5.jpg', '3516825206_5750824874.jpg', '1472230829_803818a383.jpg', '241347204_007d83e252.jpg', '2196316998_3b2d63f01f.jpg', '561940436_64d6fc125d.jpg', '2218609886_892dcd6915.jpg', '3119875880_22f9129a1c.jpg']"
flickr_1_B_ball_2239938351_43c73c887c_3,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","['3234115903_f4dfc8fc75.jpg', '2128119486_4407061c40.jpg', '3259666643_ae49524c81.jpg', '2251747182_6b67a3ab8b.jpg', '3497224764_6e17544e0d.jpg', '2396025708_e4a72e2558.jpg', '3218480482_66af7587c8.jpg', '2333288869_8c01e4c859.jpg', '3301811927_a2797339e5.jpg', '2208310655_a3d83080c5.jpg']"
flickr_1_B_ball_2239938351_43c73c887c_4,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","['241347204_007d83e252.jpg', '241346508_0b3907a95b.jpg', '2933637854_984614e18b.jpg', '241347760_d44c8d3a01.jpg', '2894217628_f1a4153dca.jpg', '2526041608_a9775ab8d7.jpg', '3234115903_f4dfc8fc75.jpg', '1523984678_edd68464da.jpg', '2396025708_e4a72e2558.jpg', '241345844_69e1c22464.jpg']"
flickr_1_B_ball_2370481277_a3085614c9_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2985679744_75a7102aab.jpg', '2621415349_ef1a7e73be.jpg', '2218609886_892dcd6915.jpg', '2204550058_2707d92338.jpg', '3201427741_3033f5b625.jpg', '3167365436_c379bda282.jpg', '3275704430_a75828048f.jpg', '2309860995_c2e2a0feeb.jpg', '2623930900_b9df917b82.jpg', '3100251515_c68027cc22.jpg']"
flickr_1_B_ball_2370481277_a3085614c9_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['561940436_64d6fc125d.jpg', '2985679744_75a7102aab.jpg', '241347204_007d83e252.jpg', '241345844_69e1c22464.jpg', '2196846255_2c1635359a.jpg', '150387174_24825cf871.jpg', '3254817653_632e840423.jpg', '1472230829_803818a383.jpg', '3099923914_fd450f6d51.jpg', '241345811_46b5f157d4.jpg']"
flickr_1_B_ball_2370481277_a3085614c9_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['540721368_12ac732c6c.jpg', '2196846255_2c1635359a.jpg', '241347204_007d83e252.jpg', '2985679744_75a7102aab.jpg', '2933637854_984614e18b.jpg', '241347760_d44c8d3a01.jpg', '2204550058_2707d92338.jpg', '3715469645_6d1dc019b3.jpg', '3116769029_f5a76f04ba.jpg', '2300168895_a9b83e16fc.jpg']"
flickr_1_B_ball_2443380641_7b38d18f5b_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3100251515_c68027cc22.jpg', '2623930900_b9df917b82.jpg', '197107117_4b438b1872.jpg', '2644430445_47c985a2ee.jpg', '3121521593_18f0ec14f7.jpg', '2182488373_df73c7cc09.jpg', '3715469645_6d1dc019b3.jpg', '1339596997_8ac29c1841.jpg', '1417031097_ab656bc4bd.jpg', '2300168895_a9b83e16fc.jpg']"
flickr_1_B_ball_2443380641_7b38d18f5b_0_1,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1]","['3234115903_f4dfc8fc75.jpg', '3677318686_b018862bb7.jpg', '3490736665_38710f4b91.jpg', '2251747182_6b67a3ab8b.jpg', '1523984678_edd68464da.jpg', '1356796100_b265479721.jpg', '2396025708_e4a72e2558.jpg', '280706862_14c30d734a.jpg', '3162045919_c2decbb69b.jpg', '3218480482_66af7587c8.jpg']"
flickr_1_B_ball_2443380641_7b38d18f5b_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2943023421_e297f05e11.jpg', '3578841731_f775cab089.jpg', '2914206497_5e36ac6324.jpg', '2533424347_cf2f84872b.jpg', '1404832008_68e432665b.jpg', '2518508760_68d8df7365.jpg', '2649406158_ded6be38de.jpg', '2924259848_effb4dcb82.jpg', '245895500_a4eb97af02.jpg', '219301555_17883a51bd.jpg']"
flickr_1_B_ball_2443380641_7b38d18f5b_4_1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['3359551687_68f2f0212a.jpg', '2715035273_8fc8b1291c.jpg', '2581066814_179d28f306.jpg', '324208502_674488bcea.jpg', '1461667284_041c8a2475.jpg', '3053743109_a2d780c0d2.jpg', '3167365436_c379bda282.jpg', '3715469645_6d1dc019b3.jpg', '3100251515_c68027cc22.jpg', '3114944484_28b5bb9842.jpg']"
flickr_1_B_ball_2475162978_2c51048dca_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2196846255_2c1635359a.jpg', '3399284917_721aefe2a7.jpg', '3490736665_38710f4b91.jpg', '2933637854_984614e18b.jpg', '2458269558_277012780d.jpg', '2985679744_75a7102aab.jpg', '540721368_12ac732c6c.jpg', '324208502_674488bcea.jpg', '2581066814_179d28f306.jpg', '2715035273_8fc8b1291c.jpg']"
flickr_1_B_ball_2475162978_2c51048dca_1,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['3155451946_c0862c70cb.jpg', '3217620013_8b17873273.jpg', '3490736665_38710f4b91.jpg', '561940436_64d6fc125d.jpg', '241345844_69e1c22464.jpg', '2985679744_75a7102aab.jpg', '2933637854_984614e18b.jpg', '2218609886_892dcd6915.jpg', '3218480482_66af7587c8.jpg', '3167365436_c379bda282.jpg']"
flickr_1_B_ball_2475162978_2c51048dca_2,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","['3234115903_f4dfc8fc75.jpg', '2933637854_984614e18b.jpg', '540721368_12ac732c6c.jpg', '2251747182_6b67a3ab8b.jpg', '241347760_d44c8d3a01.jpg', '2021613437_d99731f986.jpg', '1659358141_0433c9bf99.jpg', '280706862_14c30d734a.jpg', '2926595608_69b22be8d4.jpg', '3072172967_630e9c69d0.jpg']"
flickr_1_B_ball_2502905671_c6039804ab_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3225310099_d8e419ba56.jpg', '2526585002_10987a63f3.jpg', '3332467180_d72f9b067d.jpg', '1394368714_3bc7c19969.jpg', '2966552760_e65b22cd26.jpg', '2892995070_39f3c9a56e.jpg', '2183227136_8bb657846b.jpg', '2985679744_75a7102aab.jpg', '2928152792_b16c73434a.jpg', '1679617928_a73c1769be.jpg']"
flickr_1_B_ball_2526041608_a9775ab8d7_4,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['2436081047_bca044c1d3.jpg', '2450299735_62c095f40e.jpg', '3459156091_c1879ebe28.jpg', '1056338697_4f7d7ce270.jpg', '2461616306_3ee7ac1b4b.jpg', '2160266952_a2ab39191b.jpg', '476759700_8911f087f8.jpg', '2774554310_007e980a90.jpg', '3157847991_463e006a28.jpg', '3006093003_c211737232.jpg']"
flickr_1_B_ball_2526041608_a9775ab8d7_4_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2985679744_75a7102aab.jpg', '2621415349_ef1a7e73be.jpg', '2218609886_892dcd6915.jpg', '700884207_d3ec546494.jpg', '2309860995_c2e2a0feeb.jpg', '2204550058_2707d92338.jpg', '3516825206_5750824874.jpg', '3100251515_c68027cc22.jpg', '3167365436_c379bda282.jpg', '2644430445_47c985a2ee.jpg']"
flickr_1_B_ball_2587818583_4aa8e7b174_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3167365436_c379bda282.jpg', '3100251515_c68027cc22.jpg', '2715035273_8fc8b1291c.jpg', '3503623999_bbd5dcfb18.jpg', '1056338697_4f7d7ce270.jpg', '300577375_26cc2773a1.jpg', '2218609886_892dcd6915.jpg', '2623930900_b9df917b82.jpg', '3080056515_3013830309.jpg', '2124040721_bffc0a091a.jpg']"
flickr_1_B_ball_2587818583_4aa8e7b174_2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['3275704430_a75828048f.jpg', '3155451946_c0862c70cb.jpg', '241345844_69e1c22464.jpg', '241347204_007d83e252.jpg', '270816949_ffad112278.jpg', '241345811_46b5f157d4.jpg', '2621415349_ef1a7e73be.jpg', '3201427741_3033f5b625.jpg', '3167365436_c379bda282.jpg', '2985679744_75a7102aab.jpg']"
flickr_1_B_ball_2587818583_4aa8e7b174_3,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","['2985679744_75a7102aab.jpg', '3490736665_38710f4b91.jpg', '2218609886_892dcd6915.jpg', '3155451946_c0862c70cb.jpg', '561940436_64d6fc125d.jpg', '1224851143_33bcdd299c.jpg', '3217620013_8b17873273.jpg', '241345844_69e1c22464.jpg', '241347204_007d83e252.jpg', '1547883892_e29b3db42e.jpg']"
flickr_1_B_ball_2587818583_4aa8e7b174_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2715035273_8fc8b1291c.jpg', '324208502_674488bcea.jpg', '2985679744_75a7102aab.jpg', '3490736665_38710f4b91.jpg', '2218609886_892dcd6915.jpg', '3100251515_c68027cc22.jpg', '3167365436_c379bda282.jpg', '3359551687_68f2f0212a.jpg', '2621415349_ef1a7e73be.jpg', '561940436_64d6fc125d.jpg']"
flickr_1_B_ball_2587818583_4aa8e7b174_4_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2715035273_8fc8b1291c.jpg', '2943023421_e297f05e11.jpg', '2914206497_5e36ac6324.jpg', '2533424347_cf2f84872b.jpg', '245895500_a4eb97af02.jpg', '3578841731_f775cab089.jpg', '2518508760_68d8df7365.jpg', '3061481868_d1e00b1f2e.jpg', '2649406158_ded6be38de.jpg', '300577375_26cc2773a1.jpg']"
flickr_1_B_ball_2648165716_02e2e74fd6_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2218609886_892dcd6915.jpg', '150387174_24825cf871.jpg', '2985679744_75a7102aab.jpg', '3516825206_5750824874.jpg', '2309860995_c2e2a0feeb.jpg', '3100251515_c68027cc22.jpg', '241347204_007d83e252.jpg', '3201427741_3033f5b625.jpg', '241347760_d44c8d3a01.jpg', '3502343542_f9b46688e5.jpg']"
flickr_1_B_basketball_2021613437_d99731f986_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2715035273_8fc8b1291c.jpg', '3167365436_c379bda282.jpg', '3416091866_a96003d652.jpg', '2985679744_75a7102aab.jpg', '2616643090_4f2d2d1a44.jpg', '2479162876_a5ce3306af.jpg', '2559503010_84f20b3bc9.jpg', '3201427741_3033f5b625.jpg', '3116769029_f5a76f04ba.jpg', '3578841731_f775cab089.jpg']"
flickr_1_B_basketball_2021613437_d99731f986_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3502343542_f9b46688e5.jpg', '150387174_24825cf871.jpg', '2120411340_104eb610b1.jpg', '2419221084_01a14176b4.jpg', '3245912109_fdeef6b456.jpg', '241345905_5826a72da1.jpg', '3516825206_5750824874.jpg', '2370481277_a3085614c9.jpg', '3429956016_3c7e3096c2.jpg', '3119875880_22f9129a1c.jpg']"
flickr_1_B_basketball_2021613437_d99731f986_3_1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['3416091866_a96003d652.jpg', '3155451946_c0862c70cb.jpg', '2479162876_a5ce3306af.jpg', '241345844_69e1c22464.jpg', '2393264648_a280744f97.jpg', '3167365436_c379bda282.jpg', '270816949_ffad112278.jpg', '2183227136_8bb657846b.jpg', '1982852140_56425fa7a2.jpg', '160792599_6a7ec52516.jpg']"
flickr_1_B_basketball_2251747182_6b67a3ab8b_0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['3490736665_38710f4b91.jpg', '2715035273_8fc8b1291c.jpg', '3416091866_a96003d652.jpg', '3155451946_c0862c70cb.jpg', '1329832826_432538d331.jpg', '3234115903_f4dfc8fc75.jpg', '2985679744_75a7102aab.jpg', '3053743109_a2d780c0d2.jpg', '2559503010_84f20b3bc9.jpg', '2183227136_8bb657846b.jpg']"
flickr_1_B_basketball_2251747182_6b67a3ab8b_1,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]","['3715469645_6d1dc019b3.jpg', '3053743109_a2d780c0d2.jpg', '3364026240_645d533fda.jpg', '3250695024_93e8ab7305.jpg', '3072172967_630e9c69d0.jpg', '3135504530_0f4130d8f8.jpg', '3497224764_6e17544e0d.jpg', '2216695423_1362cb25f3.jpg', '2333288869_8c01e4c859.jpg', '3222055946_45f7293bb2.jpg']"
flickr_1_B_basketball_2251747182_6b67a3ab8b_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2183227136_8bb657846b.jpg', '3364026240_645d533fda.jpg', '3416091866_a96003d652.jpg', '2985679744_75a7102aab.jpg', '2715035273_8fc8b1291c.jpg', '3201427741_3033f5b625.jpg', '700884207_d3ec546494.jpg', '1329832826_432538d331.jpg', '1584315962_5b0b45d02d.jpg', '2393264648_a280744f97.jpg']"
flickr_1_B_basketball_2251747182_6b67a3ab8b_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2985679744_75a7102aab.jpg', '3167365436_c379bda282.jpg', '2218609886_892dcd6915.jpg', '2621415349_ef1a7e73be.jpg', '2183227136_8bb657846b.jpg', '2204550058_2707d92338.jpg', '700884207_d3ec546494.jpg', '324208502_674488bcea.jpg', '3416091866_a96003d652.jpg', '1547883892_e29b3db42e.jpg']"
flickr_1_B_basketball_2271755053_e1b1ec8442_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2715035273_8fc8b1291c.jpg', '2985679744_75a7102aab.jpg', '2183227136_8bb657846b.jpg', '3167365436_c379bda282.jpg', '1329832826_432538d331.jpg', '2204550058_2707d92338.jpg', '2218609886_892dcd6915.jpg', '2559503010_84f20b3bc9.jpg', '3364026240_645d533fda.jpg', '2421446839_fe7d46c177.jpg']"
flickr_1_B_basketball_2271755053_e1b1ec8442_0_1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['2715035273_8fc8b1291c.jpg', '3364026240_645d533fda.jpg', '3167365436_c379bda282.jpg', '2204550058_2707d92338.jpg', '2985679744_75a7102aab.jpg', '3155451946_c0862c70cb.jpg', '2183227136_8bb657846b.jpg', '2317714088_bcd081f926.jpg', '3715469645_6d1dc019b3.jpg', '1329832826_432538d331.jpg']"
flickr_1_B_basketball_2271755053_e1b1ec8442_1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['2183227136_8bb657846b.jpg', '3416091866_a96003d652.jpg', '1329832826_432538d331.jpg', '3364026240_645d533fda.jpg', '2393264648_a280744f97.jpg', '3155451946_c0862c70cb.jpg', '2985679744_75a7102aab.jpg', '1982852140_56425fa7a2.jpg', '2715035273_8fc8b1291c.jpg', '241345844_69e1c22464.jpg']"
