Embedding,File
tensor([-0.0147,  0.0035,  0.0281,  ..., -0.0106,  0.0062, -0.0118]),flickr_ball_1764955991_5e53a28c87_1
tensor([-0.0041,  0.0047,  0.0426,  ...,  0.0105,  0.0196,  0.0016]),flickr_ball_1764955991_5e53a28c87_2
tensor([-0.0230, -0.0297, -0.0006,  ..., -0.0076,  0.0022, -0.0187]),flickr_ball_1764955991_5e53a28c87_4
tensor([-0.0133,  0.0010,  0.0315,  ...,  0.0136, -0.0246, -0.0034]),flickr_ball_1786425974_c7c5ad6aa1_4
tensor([ 0.0149,  0.0038,  0.0227,  ..., -0.0130, -0.0163, -0.0162]),flickr_ball_197504190_fd1fc3d4b7_0
"tensor([-9.1912e-05,  3.2277e-02,  2.7507e-02,  ..., -1.9971e-02,
        -2.0518e-02, -2.0648e-02]),flickr_ball_197504190_fd1fc3d4b7_1"
tensor([-0.0022,  0.0152,  0.0056,  ..., -0.0342, -0.0207, -0.0055]),flickr_ball_197504190_fd1fc3d4b7_2
tensor([-0.0170, -0.0117,  0.0258,  ...,  0.0078, -0.0201, -0.0250]),flickr_ball_197504190_fd1fc3d4b7_4
tensor([-0.0340,  0.0015,  0.0370,  ...,  0.0328,  0.0386,  0.0008]),flickr_ball_2160266952_a2ab39191b_0
tensor([-0.0075,  0.0233,  0.0346,  ..., -0.0290,  0.0083, -0.0189]),flickr_ball_2239938351_43c73c887c_0
tensor([ 0.0001, -0.0271,  0.0235,  ..., -0.0268, -0.0234, -0.0316]),flickr_ball_2239938351_43c73c887c_2
tensor([-0.0026, -0.0052,  0.0369,  ..., -0.0147,  0.0108, -0.0045]),flickr_ball_2239938351_43c73c887c_3
tensor([-0.0126,  0.0218,  0.0306,  ..., -0.0348, -0.0066, -0.0221]),flickr_ball_2239938351_43c73c887c_4
"tensor([-1.1103e-02,  2.8879e-03,  1.9924e-02,  ..., -2.6503e-02,
        -4.3375e-05, -8.9250e-04]),flickr_ball_2370481277_a3085614c9_1"
tensor([-0.0012,  0.0158,  0.0137,  ..., -0.0290, -0.0171, -0.0151]),flickr_ball_2370481277_a3085614c9_2
tensor([-0.0200, -0.0029, -0.0041,  ..., -0.0027,  0.0131,  0.0002]),flickr_ball_2370481277_a3085614c9_4
tensor([-0.0220, -0.0307,  0.0013,  ...,  0.0207, -0.0026, -0.0041]),flickr_ball_2443380641_7b38d18f5b_0
tensor([-0.0042,  0.0030,  0.0341,  ...,  0.0173,  0.0201,  0.0025]),flickr_ball_2443380641_7b38d18f5b_0_1
"tensor([-9.3938e-03, -5.6118e-03,  5.2621e-03,  ...,  5.4476e-03,
        -1.2780e-02,  8.8100e-05]),flickr_ball_2443380641_7b38d18f5b_4"
tensor([-0.0019, -0.0097,  0.0064,  ..., -0.0038, -0.0217,  0.0048]),flickr_ball_2443380641_7b38d18f5b_4_1
tensor([-0.0110,  0.0003,  0.0274,  ..., -0.0027, -0.0020, -0.0139]),flickr_ball_2475162978_2c51048dca_0
tensor([-0.0068,  0.0258,  0.0149,  ..., -0.0225, -0.0150, -0.0044]),flickr_ball_2475162978_2c51048dca_1
tensor([-0.0249,  0.0038,  0.0252,  ..., -0.0337, -0.0121, -0.0196]),flickr_ball_2475162978_2c51048dca_2
tensor([ 0.0063, -0.0280,  0.0004,  ..., -0.0197, -0.0133, -0.0155]),flickr_ball_2502905671_c6039804ab_1
tensor([-0.0240,  0.0014,  0.0006,  ...,  0.0303,  0.0058,  0.0002]),flickr_ball_2526041608_a9775ab8d7_4
tensor([-0.0163,  0.0030,  0.0302,  ..., -0.0245,  0.0005, -0.0263]),flickr_ball_2526041608_a9775ab8d7_4_1
tensor([-0.0171,  0.0169,  0.0137,  ..., -0.0209, -0.0262, -0.0262]),flickr_ball_2587818583_4aa8e7b174_1
tensor([-0.0113,  0.0207,  0.0362,  ..., -0.0018, -0.0038, -0.0233]),flickr_ball_2587818583_4aa8e7b174_2
tensor([-0.0122, -0.0087,  0.0215,  ..., -0.0310, -0.0178, -0.0268]),flickr_ball_2587818583_4aa8e7b174_3
tensor([-0.0114,  0.0108,  0.0038,  ...,  0.0175,  0.0029, -0.0009]),flickr_ball_2587818583_4aa8e7b174_4
tensor([-0.0137,  0.0106,  0.0126,  ..., -0.0337, -0.0157, -0.0092]),flickr_ball_2587818583_4aa8e7b174_4_1
tensor([ 0.0012,  0.0099, -0.0076,  ..., -0.0255, -0.0132, -0.0239]),flickr_ball_2648165716_02e2e74fd6_2
tensor([ 0.0177,  0.0283,  0.0314,  ..., -0.0187,  0.0317, -0.0154]),flickr_basketball_2021613437_d99731f986_1
tensor([0.0020, 0.0309, 0.0366,  ..., 0.0036, 0.0080, 0.0018]),flickr_basketball_2021613437_d99731f986_3
tensor([ 0.0347,  0.0392,  0.0291,  ...,  0.0093,  0.0328, -0.0042]),flickr_basketball_2021613437_d99731f986_3_1
tensor([ 0.0269,  0.0344,  0.0260,  ...,  0.0041,  0.0221, -0.0042]),flickr_basketball_2251747182_6b67a3ab8b_0
tensor([-0.0004,  0.0358,  0.0113,  ..., -0.0051,  0.0011, -0.0040]),flickr_basketball_2251747182_6b67a3ab8b_1
tensor([ 0.0017,  0.0400,  0.0275,  ..., -0.0212,  0.0181,  0.0007]),flickr_basketball_2251747182_6b67a3ab8b_2
tensor([ 0.0282,  0.0360, -0.0042,  ...,  0.0012, -0.0137, -0.0062]),flickr_basketball_2251747182_6b67a3ab8b_3
tensor([ 0.0236,  0.0359, -0.0047,  ..., -0.0086,  0.0136, -0.0209]),flickr_basketball_2271755053_e1b1ec8442_0
tensor([ 0.0166,  0.0378,  0.0123,  ...,  0.0151, -0.0199, -0.0042]),flickr_basketball_2271755053_e1b1ec8442_0_1
tensor([ 0.0298,  0.0343,  0.0284,  ..., -0.0238,  0.0197,  0.0009]),flickr_basketball_2271755053_e1b1ec8442_1
tensor([ 0.0211,  0.0347,  0.0225,  ..., -0.0245,  0.0044, -0.0148]),flickr_basketball_2271755053_e1b1ec8442_2
tensor([-0.0010,  0.0315,  0.0141,  ..., -0.0039,  0.0036,  0.0015]),flickr_basketball_2271755053_e1b1ec8442_3
tensor([ 0.0313,  0.0377,  0.0227,  ...,  0.0095, -0.0208,  0.0110]),flickr_basketball_2271755053_e1b1ec8442_4
tensor([ 0.0368,  0.0380,  0.0201,  ...,  0.0176,  0.0107, -0.0100]),flickr_basketball_2926595608_69b22be8d4_0
tensor([ 0.0080,  0.0373,  0.0045,  ...,  0.0228, -0.0214,  0.0066]),flickr_basketball_2926595608_69b22be8d4_2
tensor([ 0.0317,  0.0331,  0.0247,  ...,  0.0083,  0.0264, -0.0081]),flickr_basketball_2926595608_69b22be8d4_3
tensor([0.0258, 0.0366, 0.0316,  ..., 0.0161, 0.0236, 0.0082]),flickr_basketball_2926595608_69b22be8d4_4
tensor([ 0.0073,  0.0354,  0.0245,  ...,  0.0171,  0.0291, -0.0134]),flickr_basketball_2994179598_a45c2732b5_0
tensor([0.0054, 0.0378, 0.0193,  ..., 0.0142, 0.0203, 0.0124]),flickr_basketball_2994179598_a45c2732b5_2
tensor([0.0284, 0.0343, 0.0259,  ..., 0.0139, 0.0187, 0.0091]),flickr_basketball_2994179598_a45c2732b5_4
tensor([ 0.0258,  0.0275,  0.0270,  ..., -0.0125,  0.0043, -0.0003]),flickr_basketball_3053743109_a2d780c0d2_0
tensor([-0.0062,  0.0399,  0.0251,  ...,  0.0095,  0.0154, -0.0128]),flickr_basketball_3053743109_a2d780c0d2_1
tensor([ 0.0244,  0.0386, -0.0138,  ...,  0.0166,  0.0077,  0.0030]),flickr_basketball_3053743109_a2d780c0d2_2
tensor([ 0.0052,  0.0286,  0.0121,  ...,  0.0083, -0.0159, -0.0095]),flickr_basketball_3053743109_a2d780c0d2_4
tensor([ 0.0031,  0.0370,  0.0298,  ...,  0.0108,  0.0221, -0.0069]),flickr_basketball_3072172967_630e9c69d0_1
tensor([ 0.0186,  0.0310, -0.0129,  ..., -0.0132,  0.0056,  0.0021]),flickr_basketball_3072172967_630e9c69d0_2
tensor([ 0.0129,  0.0340,  0.0108,  ...,  0.0106, -0.0233, -0.0027]),flickr_basketball_3072172967_630e9c69d0_3
tensor([ 0.0349,  0.0267,  0.0007,  ..., -0.0264, -0.0053,  0.0015]),flickr_basketball_3072172967_630e9c69d0_4
tensor([ 0.0260,  0.0357,  0.0186,  ..., -0.0072,  0.0084, -0.0053]),flickr_basketball_3154641421_d1b9b8c24c_0
tensor([ 0.0345,  0.0396,  0.0131,  ..., -0.0155,  0.0004,  0.0049]),flickr_basketball_3154641421_d1b9b8c24c_1
tensor([ 0.0183,  0.0257,  0.0203,  ..., -0.0079,  0.0021,  0.0151]),flickr_basketball_3154641421_d1b9b8c24c_2
tensor([-0.0006,  0.0353,  0.0075,  ...,  0.0157, -0.0077, -0.0084]),flickr_basketball_3154641421_d1b9b8c24c_4
tensor([0.0214, 0.0365, 0.0115,  ..., 0.0103, 0.0175, 0.0096]),flickr_basketball_3155451946_c0862c70cb_0
tensor([ 0.0095,  0.0380, -0.0141,  ..., -0.0024,  0.0006,  0.0047]),flickr_basketball_3155451946_c0862c70cb_1
tensor([-0.0014,  0.0374,  0.0217,  ...,  0.0164,  0.0084,  0.0030]),flickr_basketball_3155451946_c0862c70cb_2
tensor([ 0.0200,  0.0348,  0.0160,  ..., -0.0152, -0.0282, -0.0044]),flickr_basketball_3155451946_c0862c70cb_3
tensor([ 0.0029,  0.0386,  0.0013,  ..., -0.0109, -0.0136, -0.0089]),flickr_basketball_3155451946_c0862c70cb_4
tensor([ 0.0322,  0.0358,  0.0289,  ...,  0.0169, -0.0171, -0.0117]),flickr_basketball_3217620013_8b17873273_0
tensor([0.0014, 0.0347, 0.0290,  ..., 0.0227, 0.0256, 0.0076]),flickr_basketball_3217620013_8b17873273_1
tensor([-0.0140,  0.0358,  0.0297,  ...,  0.0021, -0.0269,  0.0108]),flickr_basketball_3217620013_8b17873273_3
tensor([ 0.0333,  0.0359,  0.0281,  ...,  0.0069,  0.0076, -0.0009]),flickr_basketball_3217620013_8b17873273_4
tensor([ 0.0023,  0.0390,  0.0058,  ...,  0.0102, -0.0184,  0.0102]),flickr_basketball_3218480482_66af7587c8_0
tensor([ 0.0289,  0.0368, -0.0063,  ...,  0.0063,  0.0163, -0.0014]),flickr_basketball_3218480482_66af7587c8_1
tensor([-0.0011,  0.0482,  0.0019,  ..., -0.0038, -0.0063,  0.0028]),flickr_basketball_3218480482_66af7587c8_2
tensor([ 0.0194,  0.0260,  0.0100,  ...,  0.0177,  0.0215, -0.0065]),flickr_basketball_3218480482_66af7587c8_3
tensor([ 0.0332,  0.0236, -0.0153,  ..., -0.0133, -0.0068, -0.0176]),flickr_basketball_3218480482_66af7587c8_3_1
tensor([0.0100, 0.0255, 0.0306,  ..., 0.0163, 0.0006, 0.0179]),flickr_basketball_3218480482_66af7587c8_4
tensor([ 0.0134,  0.0353,  0.0229,  ...,  0.0124, -0.0007, -0.0048]),flickr_basketball_3222055946_45f7293bb2_0
tensor([ 0.0215,  0.0389,  0.0271,  ...,  0.0160, -0.0176, -0.0002]),flickr_basketball_3222055946_45f7293bb2_1
tensor([ 0.0048,  0.0375,  0.0247,  ...,  0.0206, -0.0128, -0.0038]),flickr_basketball_3222055946_45f7293bb2_3
tensor([ 0.0347, -0.0016, -0.0115,  ...,  0.0163, -0.0138,  0.0040]),flickr_bench_1258913059_07c613f7ff_1
tensor([ 0.0258,  0.0194, -0.0426,  ..., -0.0347, -0.0271,  0.0005]),flickr_bench_2301525531_edde12d673_2
tensor([ 0.0431, -0.0159, -0.0138,  ..., -0.0130, -0.0228,  0.0146]),flickr_bench_2435685480_a79d42e564_0
tensor([ 0.0234,  0.0082, -0.0264,  ...,  0.0150, -0.0148,  0.0057]),flickr_bench_2498897831_0bbb5d5b51_0
tensor([ 0.0287, -0.0410, -0.0137,  ...,  0.0131, -0.0186,  0.0303]),flickr_bench_2498897831_0bbb5d5b51_1
tensor([ 0.0194,  0.0165, -0.0081,  ..., -0.0082, -0.0016, -0.0212]),flickr_bench_2498897831_0bbb5d5b51_3
tensor([ 0.0233, -0.0032, -0.0184,  ..., -0.0107, -0.0059,  0.0036]),flickr_bench_2707873672_15e6b5d54b_3
tensor([ 0.0432, -0.0012, -0.0137,  ..., -0.0063, -0.0011,  0.0225]),flickr_bench_3106026005_473a7b1c8c_0
tensor([ 0.0484,  0.0294, -0.0076,  ..., -0.0200, -0.0118,  0.0137]),flickr_bench_3106026005_473a7b1c8c_1
tensor([-0.0298, -0.0501, -0.0153,  ...,  0.0101, -0.0100, -0.0029]),flickr_bench_3106026005_473a7b1c8c_2
tensor([ 0.0293,  0.0247, -0.0186,  ..., -0.0025, -0.0204, -0.0047]),flickr_bench_3106026005_473a7b1c8c_3
tensor([ 0.0311,  0.0218, -0.0284,  ...,  0.0100, -0.0179,  0.0295]),flickr_bench_3106026005_473a7b1c8c_4
tensor([ 0.0172, -0.0387, -0.0324,  ...,  0.0103, -0.0223,  0.0077]),flickr_bench_3187395715_f2940c2b72_0
tensor([-0.0103, -0.0303, -0.0338,  ..., -0.0202, -0.0282, -0.0316]),flickr_bench_3187395715_f2940c2b72_3
tensor([ 0.0042,  0.0025, -0.0308,  ..., -0.0042, -0.0245,  0.0174]),flickr_bench_3187395715_f2940c2b72_4
tensor([ 0.0337,  0.0141, -0.0238,  ..., -0.0050, -0.0226,  0.0167]),flickr_bench_324208502_674488bcea_0
tensor([ 0.0190,  0.0131, -0.0144,  ..., -0.0101, -0.0178,  0.0230]),flickr_bench_324208502_674488bcea_1
tensor([ 0.0437, -0.0004, -0.0228,  ...,  0.0162, -0.0257,  0.0055]),flickr_bench_324208502_674488bcea_2
tensor([ 0.0392,  0.0219, -0.0424,  ..., -0.0214, -0.0257,  0.0139]),flickr_bench_324208502_674488bcea_3
tensor([ 0.0564,  0.0108, -0.0109,  ...,  0.0174, -0.0248,  0.0069]),flickr_bench_324208502_674488bcea_4
tensor([ 0.0156,  0.0271, -0.0316,  ...,  0.0104, -0.0227,  0.0267]),flickr_bench_3471841031_a949645ba8_1
tensor([ 0.0044,  0.0046, -0.0106,  ..., -0.0166,  0.0004, -0.0093]),flickr_bench_3471841031_a949645ba8_3
tensor([ 0.0420,  0.0159, -0.0298,  ...,  0.0060, -0.0148,  0.0002]),flickr_bench_3597326009_3678a98a43_4
tensor([ 0.0192, -0.0435, -0.0275,  ..., -0.0025, -0.0147,  0.0141]),flickr_bench_3708177171_529bb4ff1d_3
tensor([ 0.0100,  0.0053, -0.0171,  ...,  0.0194, -0.0202, -0.0137]),flickr_bench_373394550_1b2296b8c4_1
tensor([ 0.0117,  0.0002, -0.0382,  ..., -0.0238, -0.0251,  0.0036]),flickr_bench_532457586_bddfc5251d_0
tensor([-0.0128, -0.0002, -0.0321,  ...,  0.0049, -0.0035,  0.0371]),flickr_bench_532457586_bddfc5251d_2
tensor([ 0.0391, -0.0123, -0.0330,  ..., -0.0112, -0.0138,  0.0133]),flickr_bench_532457586_bddfc5251d_3
tensor([ 0.0096, -0.0420, -0.0250,  ..., -0.0209, -0.0005,  0.0213]),flickr_bench_532457586_bddfc5251d_4
tensor([ 0.0241,  0.0429, -0.0419,  ...,  0.0028, -0.0135,  0.0054]),flickr_bench_561940436_64d6fc125d_0
tensor([ 0.0416,  0.0065, -0.0160,  ..., -0.0199, -0.0250,  0.0059]),flickr_bench_561940436_64d6fc125d_1
tensor([ 0.0362,  0.0250, -0.0414,  ..., -0.0277, -0.0284,  0.0148]),flickr_bench_561940436_64d6fc125d_2
tensor([ 0.0210,  0.0017, -0.0144,  ..., -0.0330, -0.0013,  0.0026]),flickr_bench_561940436_64d6fc125d_4
tensor([-0.0394,  0.0313, -0.0070,  ...,  0.0167, -0.0016, -0.0005]),flickr_bike_1262583859_653f1469a9_3
tensor([-0.0260,  0.0256,  0.0006,  ...,  0.0320, -0.0069, -0.0028]),flickr_bike_1262583859_653f1469a9_4
tensor([-0.0125,  0.0356, -0.0092,  ...,  0.0264, -0.0021,  0.0267]),flickr_bike_136552115_6dc3e7231c_2
tensor([-0.0419,  0.0136,  0.0021,  ...,  0.0235, -0.0004,  0.0012]),flickr_bike_136552115_6dc3e7231c_2_1
tensor([ 0.0009,  0.0484, -0.0014,  ...,  0.0189, -0.0009,  0.0113]),flickr_bike_136552115_6dc3e7231c_3
tensor([-0.0104,  0.0188, -0.0077,  ...,  0.0039, -0.0009, -0.0176]),flickr_bike_136552115_6dc3e7231c_4
tensor([-0.0161,  0.0323,  0.0016,  ...,  0.0345,  0.0001,  0.0323]),flickr_bike_150387174_24825cf871_1
tensor([-0.0296, -0.0277,  0.0016,  ...,  0.0347, -0.0002,  0.0309]),flickr_bike_150387174_24825cf871_2
tensor([-0.0609,  0.0416,  0.0023,  ...,  0.0140, -0.0003, -0.0004]),flickr_bike_2073964624_52da3a0fc4_2
tensor([-0.0264,  0.0268, -0.0121,  ...,  0.0357, -0.0003,  0.0096]),flickr_bike_2073964624_52da3a0fc4_3
tensor([-0.0419,  0.0387, -0.0063,  ...,  0.0176, -0.0013,  0.0143]),flickr_bike_2073964624_52da3a0fc4_4
"tensor([-3.2949e-02, -1.5874e-02, -9.2607e-03,  ...,  2.0759e-02,
         7.2936e-05,  1.1553e-02]),flickr_bike_2075321027_c8fcbaf581_2"
tensor([-0.0182,  0.0388, -0.0008,  ...,  0.0107, -0.0074,  0.0125]),flickr_bike_2084217208_7bd9bc85e5_0
tensor([-0.0223,  0.0311, -0.0126,  ...,  0.0236, -0.0017,  0.0084]),flickr_bike_2084217208_7bd9bc85e5_2
tensor([-0.0331,  0.0293, -0.0281,  ...,  0.0361, -0.0085,  0.0083]),flickr_bike_2084217208_7bd9bc85e5_3
"tensor([-3.9125e-02,  3.5308e-02,  7.0069e-05,  ...,  3.8068e-02,
        -1.1273e-02,  1.1817e-02]),flickr_bike_2084217208_7bd9bc85e5_4"
tensor([-0.0515,  0.0175,  0.0002,  ...,  0.0183,  0.0010, -0.0006]),flickr_bike_219070971_ae43410b9e_1
"tensor([-1.7052e-02,  3.7350e-02, -1.3221e-02,  ...,  2.6626e-02,
         8.3491e-06,  4.7309e-03]),flickr_bike_219070971_ae43410b9e_3"
tensor([-0.0438,  0.0394, -0.0047,  ...,  0.0172, -0.0023,  0.0140]),flickr_bike_219070971_ae43410b9e_4
tensor([-0.0392,  0.0415, -0.0079,  ...,  0.0256, -0.0128,  0.0208]),flickr_bike_2358561039_e215a8d6cd_3
"tensor([-3.4124e-02,  2.5058e-02,  5.5814e-03,  ...,  3.4938e-02,
         1.4115e-05,  2.4219e-02]),flickr_bike_2544182005_3aa1332bf9_0"
tensor([-0.0370,  0.0293,  0.0167,  ...,  0.0371,  0.0002,  0.0084]),flickr_bike_2544182005_3aa1332bf9_1
tensor([-0.0340,  0.0334,  0.0012,  ...,  0.0290,  0.0004,  0.0040]),flickr_bike_2544182005_3aa1332bf9_2
tensor([-0.0354, -0.0011, -0.0137,  ...,  0.0159, -0.0021, -0.0017]),flickr_bike_2544182005_3aa1332bf9_3
tensor([-0.0369,  0.0363,  0.0007,  ...,  0.0296,  0.0018,  0.0047]),flickr_bike_2544182005_3aa1332bf9_4
tensor([-0.0342,  0.0341, -0.0140,  ...,  0.0330,  0.0007,  0.0055]),flickr_bike_2544182005_3aa1332bf9_4_1
tensor([-0.0169,  0.0395, -0.0142,  ...,  0.0282, -0.0009,  0.0012]),flickr_bike_2577972703_a22c5f2a87_3
tensor([ 0.0081, -0.0143, -0.0089,  ...,  0.0366, -0.0005,  0.0095]),flickr_bike_2581066814_179d28f306_1
