Tested,Results,Files
flickr_ball_1523984678_edd68464da_0_ball,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]","['3677318686_b018862bb7.jpg', '3686924335_3c51e8834a.jpg', '2343525685_3eba3b6686.jpg', '3456362961_d8f7e347a8.jpg', '1402640441_81978e32a9.jpg', '2089426086_7acc98a3a8.jpg', '3433982387_3fa993cf5a.jpg', '1714316707_8bbaa2a2ba.jpg', '2913965136_2d00136697.jpg', '197504190_fd1fc3d4b7.jpg']"
flickr_ball_1523984678_edd68464da_1_ball,"[1, 1, 0, 1, 0, 1, 1, 0, 1, 0]","['1402640441_81978e32a9.jpg', '3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '2370481277_a3085614c9.jpg', '2089426086_7acc98a3a8.jpg', '2913965136_2d00136697.jpg', '197504190_fd1fc3d4b7.jpg', '3375549004_beee810e60.jpg', '1764955991_5e53a28c87.jpg', '2949982320_c704b31626.jpg']"
flickr_ball_1523984678_edd68464da_2_ball,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1]","['3677318686_b018862bb7.jpg', '2251747182_6b67a3ab8b.jpg', '1402640441_81978e32a9.jpg', '3218480482_66af7587c8.jpg', '3259666643_ae49524c81.jpg', '3433982387_3fa993cf5a.jpg', '1523984678_edd68464da.jpg', '2894217628_f1a4153dca.jpg', '2370481277_a3085614c9.jpg', '3217620013_8b17873273.jpg']"
flickr_ball_1523984678_edd68464da_3_ball,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]","['3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '3433982387_3fa993cf5a.jpg', '3686924335_3c51e8834a.jpg', '2587818583_4aa8e7b174.jpg', '2089426086_7acc98a3a8.jpg', '1096395242_fc69f0ae5a.jpg', '1402640441_81978e32a9.jpg', '2608289957_044849f73e.jpg', '2788945468_74a9618cfa.jpg']"
flickr_ball_1523984678_edd68464da_4_ball,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 0]","['3677318686_b018862bb7.jpg', '3433982387_3fa993cf5a.jpg', '2160266952_a2ab39191b.jpg', '2370481277_a3085614c9.jpg', '1402640441_81978e32a9.jpg', '2089426086_7acc98a3a8.jpg', '3456362961_d8f7e347a8.jpg', '197504190_fd1fc3d4b7.jpg', '2943023421_e297f05e11.jpg', '3217266166_4e0091860b.jpg']"
flickr_ball_154871781_ae77696b77_0_ball,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '1402640441_81978e32a9.jpg', '3686924335_3c51e8834a.jpg', '1714316707_8bbaa2a2ba.jpg', '2343525685_3eba3b6686.jpg', '3433982387_3fa993cf5a.jpg', '3375549004_beee810e60.jpg', '2224450291_4c133fabe8.jpg', '3727752439_907795603b.jpg']"
flickr_ball_154871781_ae77696b77_1_ball,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]","['3677318686_b018862bb7.jpg', '3686924335_3c51e8834a.jpg', '1402640441_81978e32a9.jpg', '3456362961_d8f7e347a8.jpg', '2343525685_3eba3b6686.jpg', '3433982387_3fa993cf5a.jpg', '2089426086_7acc98a3a8.jpg', '2913965136_2d00136697.jpg', '309687244_4bdf3b591f.jpg', '2224450291_4c133fabe8.jpg']"
flickr_ball_154871781_ae77696b77_3_ball,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","['2587818583_4aa8e7b174.jpg', '2501595799_6316001e89.jpg', '3456362961_d8f7e347a8.jpg', '2608289957_044849f73e.jpg', '2544426580_317b1f1f73.jpg', '2913965136_2d00136697.jpg', '224369028_b1ac40d1fa.jpg', '2693425189_47740c22ed.jpg', '2533642917_a5eace85e6.jpg', '3677318686_b018862bb7.jpg']"
flickr_ball_1764955991_5e53a28c87_1_ball,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '1402640441_81978e32a9.jpg', '3686924335_3c51e8834a.jpg', '2913965136_2d00136697.jpg', '3246991821_750a3097e2.jpg', '2089426086_7acc98a3a8.jpg', '3433982387_3fa993cf5a.jpg', '2343525685_3eba3b6686.jpg', '2484190118_e89363c465.jpg']"
flickr_ball_1764955991_5e53a28c87_2_ball,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","['3686924335_3c51e8834a.jpg', '2343525685_3eba3b6686.jpg', '3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '2089426086_7acc98a3a8.jpg', '309687244_4bdf3b591f.jpg', '1402640441_81978e32a9.jpg', '3433982387_3fa993cf5a.jpg', '1714316707_8bbaa2a2ba.jpg', '2949982320_c704b31626.jpg']"
flickr_ball_1764955991_5e53a28c87_4_ball,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","['3456362961_d8f7e347a8.jpg', '3677318686_b018862bb7.jpg', '2484190118_e89363c465.jpg', '2089426086_7acc98a3a8.jpg', '1402640441_81978e32a9.jpg', '3246991821_750a3097e2.jpg', '1764955991_5e53a28c87.jpg', '3393926562_66cc01b001.jpg', '2073105823_6dacade004.jpg', '3686924335_3c51e8834a.jpg']"
flickr_ball_1786425974_c7c5ad6aa1_4_ball,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","['1714316707_8bbaa2a2ba.jpg', '3677318686_b018862bb7.jpg', '2089426086_7acc98a3a8.jpg', '3456362961_d8f7e347a8.jpg', '3686924335_3c51e8834a.jpg', '2343525685_3eba3b6686.jpg', '1402640441_81978e32a9.jpg', '3246991821_750a3097e2.jpg', '3727752439_907795603b.jpg', '2224450291_4c133fabe8.jpg']"
flickr_ball_197504190_fd1fc3d4b7_0_ball,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]","['3677318686_b018862bb7.jpg', '3686924335_3c51e8834a.jpg', '3456362961_d8f7e347a8.jpg', '2343525685_3eba3b6686.jpg', '1402640441_81978e32a9.jpg', '3433982387_3fa993cf5a.jpg', '2089426086_7acc98a3a8.jpg', '2913965136_2d00136697.jpg', '309687244_4bdf3b591f.jpg', '2224450291_4c133fabe8.jpg']"
flickr_ball_197504190_fd1fc3d4b7_1_ball,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","['1402640441_81978e32a9.jpg', '3677318686_b018862bb7.jpg', '3686924335_3c51e8834a.jpg', '2343525685_3eba3b6686.jpg', '3456362961_d8f7e347a8.jpg', '2089426086_7acc98a3a8.jpg', '2913965136_2d00136697.jpg', '3433982387_3fa993cf5a.jpg', '309687244_4bdf3b591f.jpg', '197504190_fd1fc3d4b7.jpg']"
flickr_ball_197504190_fd1fc3d4b7_2_ball,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","['1402640441_81978e32a9.jpg', '3677318686_b018862bb7.jpg', '3686924335_3c51e8834a.jpg', '2089426086_7acc98a3a8.jpg', '2913965136_2d00136697.jpg', '2343525685_3eba3b6686.jpg', '3456362961_d8f7e347a8.jpg', '3433982387_3fa993cf5a.jpg', '3375549004_beee810e60.jpg', '3315616181_15dd137e27.jpg']"
flickr_ball_197504190_fd1fc3d4b7_4_ball,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","['3677318686_b018862bb7.jpg', '1402640441_81978e32a9.jpg', '3686924335_3c51e8834a.jpg', '3433982387_3fa993cf5a.jpg', '2089426086_7acc98a3a8.jpg', '2913965136_2d00136697.jpg', '2251747182_6b67a3ab8b.jpg', '3456362961_d8f7e347a8.jpg', '3218480482_66af7587c8.jpg', '1096395242_fc69f0ae5a.jpg']"
flickr_ball_2160266952_a2ab39191b_0_ball,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['279728508_6bd7281f3c.jpg', '3246991821_750a3097e2.jpg', '1389264266_8170bc1c54.jpg', '2162564553_96de62c7e6.jpg', '3456362961_d8f7e347a8.jpg', '224369028_b1ac40d1fa.jpg', '2189995738_352607a63b.jpg', '1490213660_9ea45550cf.jpg', '1897025969_0c41688fa6.jpg', '2533642917_a5eace85e6.jpg']"
flickr_ball_2239938351_43c73c887c_0_ball,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['3456362961_d8f7e347a8.jpg', '3677318686_b018862bb7.jpg', '3686924335_3c51e8834a.jpg', '2949982320_c704b31626.jpg', '2089426086_7acc98a3a8.jpg', '2343525685_3eba3b6686.jpg', '3433982387_3fa993cf5a.jpg', '3315616181_15dd137e27.jpg', '2224450291_4c133fabe8.jpg', '1714316707_8bbaa2a2ba.jpg']"
flickr_ball_2239938351_43c73c887c_1_ball,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['3677318686_b018862bb7.jpg', '3686924335_3c51e8834a.jpg', '3456362961_d8f7e347a8.jpg', '3433982387_3fa993cf5a.jpg', '2343525685_3eba3b6686.jpg', '1402640441_81978e32a9.jpg', '1714316707_8bbaa2a2ba.jpg', '2089426086_7acc98a3a8.jpg', '2224450291_4c133fabe8.jpg', '309687244_4bdf3b591f.jpg']"
flickr_ball_2239938351_43c73c887c_2_ball,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['3686924335_3c51e8834a.jpg', '3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '2343525685_3eba3b6686.jpg', '2089426086_7acc98a3a8.jpg', '1402640441_81978e32a9.jpg', '3433982387_3fa993cf5a.jpg', '3246991821_750a3097e2.jpg', '2224450291_4c133fabe8.jpg', '3315616181_15dd137e27.jpg']"
flickr_ball_2239938351_43c73c887c_3_ball,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['2049051050_20359a434a.jpg', '189721896_1ffe76d89e.jpg', '1402640441_81978e32a9.jpg', '3655964639_21e76383d0.jpg', '3727752439_907795603b.jpg', '2162564553_96de62c7e6.jpg', '309687244_4bdf3b591f.jpg', '1714316707_8bbaa2a2ba.jpg', '3246991821_750a3097e2.jpg', '2553550034_5901aa9d6c.jpg']"
flickr_ball_2239938351_43c73c887c_4_ball,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","['1402640441_81978e32a9.jpg', '3677318686_b018862bb7.jpg', '2089426086_7acc98a3a8.jpg', '2343525685_3eba3b6686.jpg', '3686924335_3c51e8834a.jpg', '3456362961_d8f7e347a8.jpg', '3433982387_3fa993cf5a.jpg', '3375549004_beee810e60.jpg', '1714316707_8bbaa2a2ba.jpg', '2913965136_2d00136697.jpg']"
flickr_ball_2370481277_a3085614c9_1_ball,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0]","['1402640441_81978e32a9.jpg', '3677318686_b018862bb7.jpg', '2343525685_3eba3b6686.jpg', '2913965136_2d00136697.jpg', '3456362961_d8f7e347a8.jpg', '3686924335_3c51e8834a.jpg', '2370481277_a3085614c9.jpg', '197504190_fd1fc3d4b7.jpg', '2089426086_7acc98a3a8.jpg', '309687244_4bdf3b591f.jpg']"
flickr_ball_2370481277_a3085614c9_2_ball,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '3686924335_3c51e8834a.jpg', '2343525685_3eba3b6686.jpg', '1402640441_81978e32a9.jpg', '3433982387_3fa993cf5a.jpg', '2224450291_4c133fabe8.jpg', '1714316707_8bbaa2a2ba.jpg', '309687244_4bdf3b591f.jpg', '2120383553_5825333a3f.jpg']"
flickr_ball_2370481277_a3085614c9_4_ball,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","['3456362961_d8f7e347a8.jpg', '3677318686_b018862bb7.jpg', '3393926562_66cc01b001.jpg', '3720366614_dfa8fe1088.jpg', '2225231022_1632d0a5aa.jpg', '300550441_f44ec3701a.jpg', '2398605966_1d0c9e6a20.jpg', '1764955991_5e53a28c87.jpg', '2501595799_6316001e89.jpg', '2608289957_044849f73e.jpg']"
flickr_ball_241346508_0b3907a95b_4_ball,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 1]","['1402640441_81978e32a9.jpg', '3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '2913965136_2d00136697.jpg', '2343525685_3eba3b6686.jpg', '2089426086_7acc98a3a8.jpg', '3686924335_3c51e8834a.jpg', '309687244_4bdf3b591f.jpg', '2370481277_a3085614c9.jpg', '197504190_fd1fc3d4b7.jpg']"
flickr_ball_2443380641_7b38d18f5b_0_ball_1,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","['2089426086_7acc98a3a8.jpg', '3375549004_beee810e60.jpg', '3677318686_b018862bb7.jpg', '2484190118_e89363c465.jpg', '3686924335_3c51e8834a.jpg', '1096395242_fc69f0ae5a.jpg', '1348304997_afe60a61df.jpg', '2788945468_74a9618cfa.jpg', '1402640441_81978e32a9.jpg', '3246991821_750a3097e2.jpg']"
flickr_ball_2443380641_7b38d18f5b_0_ball_2,"[1, 1, 1, 0, 0, 1, 0, 0, 1, 0]","['1402640441_81978e32a9.jpg', '3677318686_b018862bb7.jpg', '2913965136_2d00136697.jpg', '2089426086_7acc98a3a8.jpg', '2484190118_e89363c465.jpg', '197504190_fd1fc3d4b7.jpg', '279728508_6bd7281f3c.jpg', '1389264266_8170bc1c54.jpg', '2370481277_a3085614c9.jpg', '2343525685_3eba3b6686.jpg']"
flickr_ball_2443380641_7b38d18f5b_4_ball_1,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '2120383553_5825333a3f.jpg', '3767841911_6678052eb6.jpg', '1714316707_8bbaa2a2ba.jpg', '2224450291_4c133fabe8.jpg', '2343525685_3eba3b6686.jpg', '3686924335_3c51e8834a.jpg', '1402640441_81978e32a9.jpg', '3433982387_3fa993cf5a.jpg']"
flickr_ball_2443380641_7b38d18f5b_4_ball_2,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","['3677318686_b018862bb7.jpg', '1402640441_81978e32a9.jpg', '197504190_fd1fc3d4b7.jpg', '3456362961_d8f7e347a8.jpg', '3686924335_3c51e8834a.jpg', '2913965136_2d00136697.jpg', '1714316707_8bbaa2a2ba.jpg', '2089426086_7acc98a3a8.jpg', '3375549004_beee810e60.jpg', '3208074567_ac44aeb3f3.jpg']"
flickr_ball_2475162978_2c51048dca_0_ball,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]","['1402640441_81978e32a9.jpg', '3686924335_3c51e8834a.jpg', '3677318686_b018862bb7.jpg', '2343525685_3eba3b6686.jpg', '2089426086_7acc98a3a8.jpg', '3456362961_d8f7e347a8.jpg', '3433982387_3fa993cf5a.jpg', '2913965136_2d00136697.jpg', '309687244_4bdf3b591f.jpg', '2949982320_c704b31626.jpg']"
flickr_ball_2475162978_2c51048dca_1_ball,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '3686924335_3c51e8834a.jpg', '2343525685_3eba3b6686.jpg', '2224450291_4c133fabe8.jpg', '1714316707_8bbaa2a2ba.jpg', '2120383553_5825333a3f.jpg', '3433982387_3fa993cf5a.jpg', '2608289957_044849f73e.jpg', '1096395242_fc69f0ae5a.jpg']"
flickr_ball_2475162978_2c51048dca_2_ball,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['3456362961_d8f7e347a8.jpg', '3677318686_b018862bb7.jpg', '3767841911_6678052eb6.jpg', '2343525685_3eba3b6686.jpg', '1714316707_8bbaa2a2ba.jpg', '2120383553_5825333a3f.jpg', '3686924335_3c51e8834a.jpg', '2224450291_4c133fabe8.jpg', '3246991821_750a3097e2.jpg', '3208074567_ac44aeb3f3.jpg']"
flickr_ball_2502905671_c6039804ab_1_ball,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1]","['3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '1402640441_81978e32a9.jpg', '3720366614_dfa8fe1088.jpg', '2160266952_a2ab39191b.jpg', '3246991821_750a3097e2.jpg', '2120383553_5825333a3f.jpg', '1096395242_fc69f0ae5a.jpg', '3433982387_3fa993cf5a.jpg', '2370481277_a3085614c9.jpg']"
flickr_ball_2526041608_a9775ab8d7_4_ball,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1]","['3677318686_b018862bb7.jpg', '1402640441_81978e32a9.jpg', '3456362961_d8f7e347a8.jpg', '3433982387_3fa993cf5a.jpg', '2343525685_3eba3b6686.jpg', '3686924335_3c51e8834a.jpg', '2370481277_a3085614c9.jpg', '2913965136_2d00136697.jpg', '2089426086_7acc98a3a8.jpg', '197504190_fd1fc3d4b7.jpg']"
flickr_ball_2587818583_4aa8e7b174_0_ball,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '2343525685_3eba3b6686.jpg', '3686924335_3c51e8834a.jpg', '2949982320_c704b31626.jpg', '1714316707_8bbaa2a2ba.jpg', '309687244_4bdf3b591f.jpg', '2089426086_7acc98a3a8.jpg', '3287549827_04dec6fb6e.jpg', '3315616181_15dd137e27.jpg']"
flickr_ball_2587818583_4aa8e7b174_1_ball,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","['3456362961_d8f7e347a8.jpg', '3677318686_b018862bb7.jpg', '3686924335_3c51e8834a.jpg', '2343525685_3eba3b6686.jpg', '2089426086_7acc98a3a8.jpg', '3433982387_3fa993cf5a.jpg', '1714316707_8bbaa2a2ba.jpg', '1402640441_81978e32a9.jpg', '2120383553_5825333a3f.jpg', '309687244_4bdf3b591f.jpg']"
flickr_ball_2587818583_4aa8e7b174_2_ball,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '3686924335_3c51e8834a.jpg', '2089426086_7acc98a3a8.jpg', '1402640441_81978e32a9.jpg', '2343525685_3eba3b6686.jpg', '1714316707_8bbaa2a2ba.jpg', '3433982387_3fa993cf5a.jpg', '2949982320_c704b31626.jpg', '309687244_4bdf3b591f.jpg']"
flickr_ball_2587818583_4aa8e7b174_3_ball,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['3686924335_3c51e8834a.jpg', '2343525685_3eba3b6686.jpg', '3677318686_b018862bb7.jpg', '3456362961_d8f7e347a8.jpg', '1402640441_81978e32a9.jpg', '2224450291_4c133fabe8.jpg', '309687244_4bdf3b591f.jpg', '2774430374_fee1d793e7.jpg', '3315616181_15dd137e27.jpg', '2788945468_74a9618cfa.jpg']"
flickr_ball_2587818583_4aa8e7b174_4_ball_1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['3456362961_d8f7e347a8.jpg', '3677318686_b018862bb7.jpg', '2343525685_3eba3b6686.jpg', '3686924335_3c51e8834a.jpg', '1714316707_8bbaa2a2ba.jpg', '2224450291_4c133fabe8.jpg', '2120383553_5825333a3f.jpg', '309687244_4bdf3b591f.jpg', '3720366614_dfa8fe1088.jpg', '2049051050_20359a434a.jpg']"
flickr_ball_2587818583_4aa8e7b174_4_ball_2,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]","['3677318686_b018862bb7.jpg', '1402640441_81978e32a9.jpg', '3686924335_3c51e8834a.jpg', '3433982387_3fa993cf5a.jpg', '2343525685_3eba3b6686.jpg', '2913965136_2d00136697.jpg', '2089426086_7acc98a3a8.jpg', '2370481277_a3085614c9.jpg', '3456362961_d8f7e347a8.jpg', '3315616181_15dd137e27.jpg']"
flickr_ball_2648165716_02e2e74fd6_2_ball,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]","['3677318686_b018862bb7.jpg', '1402640441_81978e32a9.jpg', '3686924335_3c51e8834a.jpg', '2913965136_2d00136697.jpg', '2370481277_a3085614c9.jpg', '3433982387_3fa993cf5a.jpg', '2089426086_7acc98a3a8.jpg', '2343525685_3eba3b6686.jpg', '3456362961_d8f7e347a8.jpg', '2251747182_6b67a3ab8b.jpg']"
flickr_basketball_2021613437_d99731f986_0_basketball,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['3259666643_ae49524c81.jpg', '3218480482_66af7587c8.jpg', '2251747182_6b67a3ab8b.jpg', '3222055946_45f7293bb2.jpg', '3217620013_8b17873273.jpg', '2271755053_e1b1ec8442.jpg', '3154641421_d1b9b8c24c.jpg', '2926595608_69b22be8d4.jpg', '3072172967_630e9c69d0.jpg', '3155451946_c0862c70cb.jpg']"
flickr_basketball_2021613437_d99731f986_1_basketball,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['3259666643_ae49524c81.jpg', '3222055946_45f7293bb2.jpg', '2251747182_6b67a3ab8b.jpg', '3217620013_8b17873273.jpg', '3218480482_66af7587c8.jpg', '2271755053_e1b1ec8442.jpg', '3072172967_630e9c69d0.jpg', '2926595608_69b22be8d4.jpg', '3154641421_d1b9b8c24c.jpg', '3053743109_a2d780c0d2.jpg']"
flickr_basketball_2021613437_d99731f986_2_basketball,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]","['2251747182_6b67a3ab8b.jpg', '3218480482_66af7587c8.jpg', '3259666643_ae49524c81.jpg', '3217620013_8b17873273.jpg', '3222055946_45f7293bb2.jpg', '3154641421_d1b9b8c24c.jpg', '2271755053_e1b1ec8442.jpg', '3677318686_b018862bb7.jpg', '3234115903_f4dfc8fc75.jpg', '3072172967_630e9c69d0.jpg']"
flickr_basketball_2021613437_d99731f986_3_basketball_1,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","['3259666643_ae49524c81.jpg', '3218480482_66af7587c8.jpg', '2251747182_6b67a3ab8b.jpg', '3222055946_45f7293bb2.jpg', '3217620013_8b17873273.jpg', '3154641421_d1b9b8c24c.jpg', '2271755053_e1b1ec8442.jpg', '3234115903_f4dfc8fc75.jpg', '2926595608_69b22be8d4.jpg', '3072172967_630e9c69d0.jpg']"
flickr_basketball_2021613437_d99731f986_3_basketball_2,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","['3259666643_ae49524c81.jpg', '3218480482_66af7587c8.jpg', '3222055946_45f7293bb2.jpg', '2251747182_6b67a3ab8b.jpg', '3217620013_8b17873273.jpg', '3154641421_d1b9b8c24c.jpg', '2271755053_e1b1ec8442.jpg', '3072172967_630e9c69d0.jpg', '2926595608_69b22be8d4.jpg', '3234115903_f4dfc8fc75.jpg']"
flickr_basketball_2021613437_d99731f986_4_basketball,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1]","['3218480482_66af7587c8.jpg', '2251747182_6b67a3ab8b.jpg', '3259666643_ae49524c81.jpg', '3217620013_8b17873273.jpg', '3222055946_45f7293bb2.jpg', '2271755053_e1b1ec8442.jpg', '1523984678_edd68464da.jpg', '3677318686_b018862bb7.jpg', '3234115903_f4dfc8fc75.jpg', '3154641421_d1b9b8c24c.jpg']"
