Tested,Results,Files
air_2351479551_e8820a1ff3_3,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","['2718024196_3ff660416a.jpg', '2501595799_6316001e89.jpg', '2120383553_5825333a3f.jpg', '2648165716_02e2e74fd6.jpg', '3589895574_ee08207d26.jpg', '3767841911_6678052eb6.jpg', '3085667865_fa001816be.jpg', '2689001252_e0016c89f0.jpg', '2192131110_8a40e7c028.jpg', '3627011534_485f667b10.jpg']"
air_2461616306_3ee7ac1b4b_0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","['245895500_a4eb97af02.jpg', '2256133102_e2c8314ecb.jpg', '3085667865_fa001816be.jpg', '2473791980_805c819bd4.jpg', '3217266166_4e0091860b.jpg', '1404832008_68e432665b.jpg', '2943023421_e297f05e11.jpg', '197107117_4b438b1872.jpg', '127490019_7c5c08cb11.jpg', '143688283_a96ded20f1.jpg']"
air_2594902417_f65d8866a8_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['300550441_f44ec3701a.jpg', '3213992947_3f3f967a9f.jpg', '2842865689_e37256d9ce.jpg', '2073105823_6dacade004.jpg', '3325497914_f9014d615b.jpg', '2594042571_2e4666507e.jpg', '1258913059_07c613f7ff.jpg', '2610447973_89227ff978.jpg', '57422853_b5f6366081.jpg', '2806710650_e201acd913.jpg']"
air_2646046871_c3a5dbb971_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1167669558_87a8a467d6.jpg', '2384353160_f395e9a54b.jpg', '2994179598_a45c2732b5.jpg', '2307118114_c258e3a47e.jpg', '3503689049_63212220be.jpg', '2124040721_bffc0a091a.jpg', '307327914_f98f576adb.jpg', '2588927489_f4da2f11ec.jpg', '2759860913_f75b39d783.jpg', '2621415349_ef1a7e73be.jpg']"
air_2646046871_c3a5dbb971_4,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['2648165716_02e2e74fd6.jpg', '3080056515_3013830309.jpg', '3051384385_c5c850c1f8.jpg', '2868575889_2c030aa8ae.jpg', '2124040721_bffc0a091a.jpg', '3208074567_ac44aeb3f3.jpg', '3258874419_23fec1bdc1.jpg', '3290105461_7590f23371.jpg', '2192131110_8a40e7c028.jpg', '2924259848_effb4dcb82.jpg']"
air_2648165716_02e2e74fd6_2,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['2718024196_3ff660416a.jpg', '2501595799_6316001e89.jpg', '3589895574_ee08207d26.jpg', '3767841911_6678052eb6.jpg', '2120383553_5825333a3f.jpg', '2480850054_de3433b54a.jpg', '2648165716_02e2e74fd6.jpg', '1415591512_a84644750c.jpg', '2649406158_ded6be38de.jpg', '2914206497_5e36ac6324.jpg']"
air_2666179615_f05a9d8331_0,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","['245895500_a4eb97af02.jpg', '3085667865_fa001816be.jpg', '2971431335_e192613db4.jpg', '3217266166_4e0091860b.jpg', '215214751_e913b6ff09.jpg', '2473791980_805c819bd4.jpg', '2256133102_e2c8314ecb.jpg', '2100816230_ff866fb352.jpg', '2932740428_b15384f389.jpg', '1417031097_ab656bc4bd.jpg']"
air_2666179615_f05a9d8331_0_1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['300550441_f44ec3701a.jpg', '2842865689_e37256d9ce.jpg', '3325497914_f9014d615b.jpg', '2610447973_89227ff978.jpg', '2073105823_6dacade004.jpg', '1258913059_07c613f7ff.jpg', '3213992947_3f3f967a9f.jpg', '2594042571_2e4666507e.jpg', '3225310099_d8e419ba56.jpg', '3332467180_d72f9b067d.jpg']"
air_2666179615_f05a9d8331_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2307118114_c258e3a47e.jpg', '1167669558_87a8a467d6.jpg', '2384353160_f395e9a54b.jpg', '2994179598_a45c2732b5.jpg', '3503689049_63212220be.jpg', '2124040721_bffc0a091a.jpg', '2588927489_f4da2f11ec.jpg', '307327914_f98f576adb.jpg', '2759860913_f75b39d783.jpg', '2554081584_233bdf289a.jpg']"
air_2666179615_f05a9d8331_1_1,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]","['2648165716_02e2e74fd6.jpg', '491405109_798222cfd0.jpg', '3051384385_c5c850c1f8.jpg', '3201427741_3033f5b625.jpg', '3080056515_3013830309.jpg', '3208074567_ac44aeb3f3.jpg', '2120383553_5825333a3f.jpg', '3589895574_ee08207d26.jpg', '2666179615_f05a9d8331.jpg', '3079787482_0757e9d167.jpg']"
air_2682382530_f9f8fd1e89_2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","['2501595799_6316001e89.jpg', '3589895574_ee08207d26.jpg', '2718024196_3ff660416a.jpg', '3767841911_6678052eb6.jpg', '2120383553_5825333a3f.jpg', '2648165716_02e2e74fd6.jpg', '2683963310_20dcd5e566.jpg', '1415591512_a84644750c.jpg', '917574521_74fab68514.jpg', '2616643090_4f2d2d1a44.jpg']"
air_2682382530_f9f8fd1e89_2_1,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","['245895500_a4eb97af02.jpg', '2289068031_fe26990183.jpg', '3114944484_28b5bb9842.jpg', '3085667865_fa001816be.jpg', '1356796100_b265479721.jpg', '2943023421_e297f05e11.jpg', '3589367895_5d3729e3ea.jpg', '2932740428_b15384f389.jpg', '1536774449_e16b1b6382.jpg', '1282392036_5a0328eb86.jpg']"
air_2718024196_3ff660416a_0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['3325497914_f9014d615b.jpg', '300550441_f44ec3701a.jpg', '2610447973_89227ff978.jpg', '2594042571_2e4666507e.jpg', '1258913059_07c613f7ff.jpg', '3225310099_d8e419ba56.jpg', '1329832826_432538d331.jpg', '3332467180_d72f9b067d.jpg', '751109943_2a7f8e117f.jpg', '2559503010_84f20b3bc9.jpg']"
air_2718024196_3ff660416a_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2994179598_a45c2732b5.jpg', '2307118114_c258e3a47e.jpg', '2384353160_f395e9a54b.jpg', '1167669558_87a8a467d6.jpg', '3503689049_63212220be.jpg', '2588927489_f4da2f11ec.jpg', '2844641033_dab3715a99.jpg', '2124040721_bffc0a091a.jpg', '3106026005_473a7b1c8c.jpg', '106490881_5a2dd9b7bd.jpg']"
air_2731171552_4a808c7d5a_0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '2648165716_02e2e74fd6.jpg', '2868575889_2c030aa8ae.jpg', '2128119486_4407061c40.jpg', '2061354254_faa5bd294b.jpg', '3201427741_3033f5b625.jpg', '2521770311_3086ca90de.jpg', '2924259848_effb4dcb82.jpg', '3079787482_0757e9d167.jpg', '3080056515_3013830309.jpg']"
air_2731171552_4a808c7d5a_4,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['2501595799_6316001e89.jpg', '2718024196_3ff660416a.jpg', '3589895574_ee08207d26.jpg', '3767841911_6678052eb6.jpg', '1415591512_a84644750c.jpg', '2648165716_02e2e74fd6.jpg', '2120383553_5825333a3f.jpg', '2698666984_13e17236ae.jpg', '2577972703_a22c5f2a87.jpg', '2683963310_20dcd5e566.jpg']"
air_2764178773_d63b502812_4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['245895500_a4eb97af02.jpg', '2256133102_e2c8314ecb.jpg', '3085667865_fa001816be.jpg', '2943023421_e297f05e11.jpg', '2715035273_8fc8b1291c.jpg', '2473791980_805c819bd4.jpg', '1417031097_ab656bc4bd.jpg', '215214751_e913b6ff09.jpg', '2932740428_b15384f389.jpg', '2559921948_06af25d566.jpg']"
air_2813033949_e19fa08805_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2842865689_e37256d9ce.jpg', '300550441_f44ec3701a.jpg', '2610447973_89227ff978.jpg', '2594042571_2e4666507e.jpg', '2073105823_6dacade004.jpg', '1258913059_07c613f7ff.jpg', '279728508_6bd7281f3c.jpg', '1962729184_6996e128e7.jpg', '3325497914_f9014d615b.jpg', '260520547_944f9f4c91.jpg']"
air_2854959952_3991a385ab_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2307118114_c258e3a47e.jpg', '1167669558_87a8a467d6.jpg', '2994179598_a45c2732b5.jpg', '2384353160_f395e9a54b.jpg', '3503689049_63212220be.jpg', '3375549004_beee810e60.jpg', '2878190821_6e4e03dc5f.jpg', '2759860913_f75b39d783.jpg', '2124040721_bffc0a091a.jpg', '2529116152_4331dabf50.jpg']"
air_2892995070_39f3c9a56e_2,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '2648165716_02e2e74fd6.jpg', '2868575889_2c030aa8ae.jpg', '2521770311_3086ca90de.jpg', '2128119486_4407061c40.jpg', '2120383553_5825333a3f.jpg', '3079787482_0757e9d167.jpg', '2774430374_fee1d793e7.jpg', '3290105461_7590f23371.jpg', '1356796100_b265479721.jpg']"
air_2901880865_3fd7b66a45_0,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","['3589895574_ee08207d26.jpg', '2501595799_6316001e89.jpg', '2718024196_3ff660416a.jpg', '3767841911_6678052eb6.jpg', '2648165716_02e2e74fd6.jpg', '2120383553_5825333a3f.jpg', '1415591512_a84644750c.jpg', '917574521_74fab68514.jpg', '2682382530_f9f8fd1e89.jpg', '2480850054_de3433b54a.jpg']"
air_2902269566_419d9f1d8e_0,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['3167365436_c379bda282.jpg', '1167669558_87a8a467d6.jpg', '2124040721_bffc0a091a.jpg', '2971431335_e192613db4.jpg', '3718964174_cb2dc1615e.jpg', '3085667865_fa001816be.jpg', '2621415349_ef1a7e73be.jpg', '2384353160_f395e9a54b.jpg', '2649406158_ded6be38de.jpg', '2943023421_e297f05e11.jpg']"
air_2945036454_280fa5b29f_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['300550441_f44ec3701a.jpg', '1962729184_6996e128e7.jpg', '2842865689_e37256d9ce.jpg', '3325497914_f9014d615b.jpg', '2610447973_89227ff978.jpg', '1773928579_5664a810dc.jpg', '1174629344_a2e1a2bdbf.jpg', '1258913059_07c613f7ff.jpg', '260520547_944f9f4c91.jpg', '279728508_6bd7281f3c.jpg']"
air_2953015871_cae796b6e7_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1167669558_87a8a467d6.jpg', '2384353160_f395e9a54b.jpg', '2307118114_c258e3a47e.jpg', '2994179598_a45c2732b5.jpg', '3503689049_63212220be.jpg', '2124040721_bffc0a091a.jpg', '2759860913_f75b39d783.jpg', '307327914_f98f576adb.jpg', '3167365436_c379bda282.jpg', '2588927489_f4da2f11ec.jpg']"
air_2971431335_e192613db4_2,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]","['2648165716_02e2e74fd6.jpg', '3051384385_c5c850c1f8.jpg', '2924259848_effb4dcb82.jpg', '2868575889_2c030aa8ae.jpg', '2128119486_4407061c40.jpg', '1356796100_b265479721.jpg', '3079787482_0757e9d167.jpg', '2061354254_faa5bd294b.jpg', '3258874419_23fec1bdc1.jpg', '2902269566_419d9f1d8e.jpg']"
air_2971431335_e192613db4_4,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['2501595799_6316001e89.jpg', '1415591512_a84644750c.jpg', '3589895574_ee08207d26.jpg', '2718024196_3ff660416a.jpg', '2683963310_20dcd5e566.jpg', '2648165716_02e2e74fd6.jpg', '3767841911_6678052eb6.jpg', '2616643090_4f2d2d1a44.jpg', '1317292658_ba29330a0b.jpg', '2128119486_4407061c40.jpg']"
air_2971431335_e192613db4_4_1,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]","['245895500_a4eb97af02.jpg', '1311388430_4ab0cd1a1f.jpg', '2256133102_e2c8314ecb.jpg', '2932740428_b15384f389.jpg', '3506560025_8d0f4f9ac4.jpg', '3217266166_4e0091860b.jpg', '3085667865_fa001816be.jpg', '1167669558_87a8a467d6.jpg', '2289068031_fe26990183.jpg', '540721368_12ac732c6c.jpg']"
air_300314926_0b2e4b64f5_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['2842865689_e37256d9ce.jpg', '300550441_f44ec3701a.jpg', '2073105823_6dacade004.jpg', '1258913059_07c613f7ff.jpg', '2610447973_89227ff978.jpg', '1773928579_5664a810dc.jpg', '2594042571_2e4666507e.jpg', '3213992947_3f3f967a9f.jpg', '3325497914_f9014d615b.jpg', '3225310099_d8e419ba56.jpg']"
air_300314926_0b2e4b64f5_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['1167669558_87a8a467d6.jpg', '2994179598_a45c2732b5.jpg', '2384353160_f395e9a54b.jpg', '3167365436_c379bda282.jpg', '2307118114_c258e3a47e.jpg', '3503689049_63212220be.jpg', '2124040721_bffc0a091a.jpg', '200771289_31902164a7.jpg', '307327914_f98f576adb.jpg', '2971431335_e192613db4.jpg']"
air_300314926_0b2e4b64f5_4,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['3079787482_0757e9d167.jpg', '2128119486_4407061c40.jpg', '2648165716_02e2e74fd6.jpg', '3051384385_c5c850c1f8.jpg', '2521770311_3086ca90de.jpg', '2061354254_faa5bd294b.jpg', '2274992140_bb9e868bb8.jpg', '1356796100_b265479721.jpg', '2924259848_effb4dcb82.jpg', '3201427741_3033f5b625.jpg']"
air_3016606751_0e8be20abd_0,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","['2718024196_3ff660416a.jpg', '2501595799_6316001e89.jpg', '3589895574_ee08207d26.jpg', '2120383553_5825333a3f.jpg', '3767841911_6678052eb6.jpg', '2648165716_02e2e74fd6.jpg', '1415591512_a84644750c.jpg', '3085667865_fa001816be.jpg', '2128119486_4407061c40.jpg', '917574521_74fab68514.jpg']"
air_3016606751_0e8be20abd_3,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","['245895500_a4eb97af02.jpg', '2289068031_fe26990183.jpg', '2932740428_b15384f389.jpg', '1311388430_4ab0cd1a1f.jpg', '1356796100_b265479721.jpg', '3217266166_4e0091860b.jpg', '2649406158_ded6be38de.jpg', '1282392036_5a0328eb86.jpg', '1536774449_e16b1b6382.jpg', '766099402_cdda6964f0.jpg']"
air_3024172109_a10198e1dd_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['300550441_f44ec3701a.jpg', '1174629344_a2e1a2bdbf.jpg', '2910758605_73a3f5a5c2.jpg', '2225231022_1632d0a5aa.jpg', '2594042571_2e4666507e.jpg', '2842865689_e37256d9ce.jpg', '1329832826_432538d331.jpg', '2806710650_e201acd913.jpg', '3213992947_3f3f967a9f.jpg', '2295216243_0712928988.jpg']"
air_3024172109_a10198e1dd_2_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1167669558_87a8a467d6.jpg', '2307118114_c258e3a47e.jpg', '2384353160_f395e9a54b.jpg', '2994179598_a45c2732b5.jpg', '3503689049_63212220be.jpg', '307327914_f98f576adb.jpg', '2124040721_bffc0a091a.jpg', '3167365436_c379bda282.jpg', '2759860913_f75b39d783.jpg', '2588927489_f4da2f11ec.jpg']"
air_3024172109_a10198e1dd_3,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0]","['2648165716_02e2e74fd6.jpg', '3051384385_c5c850c1f8.jpg', '2868575889_2c030aa8ae.jpg', '3290105461_7590f23371.jpg', '1356796100_b265479721.jpg', '2521770311_3086ca90de.jpg', '2682382530_f9f8fd1e89.jpg', '1056338697_4f7d7ce270.jpg', '2924259848_effb4dcb82.jpg', '3258874419_23fec1bdc1.jpg']"
ball_1107246521_d16a476380_1,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]","['3677318686_b018862bb7.jpg', '3767841911_6678052eb6.jpg', '3456362961_d8f7e347a8.jpg', '2652522323_9218afd8c2.jpg', '2120383553_5825333a3f.jpg', '2693425189_47740c22ed.jpg', '2501595799_6316001e89.jpg', '2648165716_02e2e74fd6.jpg', '3433982387_3fa993cf5a.jpg', '1523984678_edd68464da.jpg']"
ball_1402640441_81978e32a9_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2533424347_cf2f84872b.jpg', '1962729184_6996e128e7.jpg', '3459156091_c1879ebe28.jpg', '2105756457_a100d8434e.jpg', '3123463486_f5b36a3624.jpg', '2021613437_d99731f986.jpg', '2914206497_5e36ac6324.jpg', '1389264266_8170bc1c54.jpg', '2910758605_73a3f5a5c2.jpg', '1352410176_af6b139734.jpg']"
ball_1402640441_81978e32a9_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['300550441_f44ec3701a.jpg', '3246991821_750a3097e2.jpg', '488408004_a1e26d4886.jpg', '2225231022_1632d0a5aa.jpg', '2470486377_c3a39ccb7b.jpg', '1433142189_cda8652603.jpg', '3325497914_f9014d615b.jpg', '3375549004_beee810e60.jpg', '2089426086_7acc98a3a8.jpg', '2162564553_96de62c7e6.jpg']"
ball_1402640441_81978e32a9_3,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]","['3677318686_b018862bb7.jpg', '3490736665_38710f4b91.jpg', '2251747182_6b67a3ab8b.jpg', '2497420371_74788d7ba1.jpg', '2913965136_2d00136697.jpg', '3686924335_3c51e8834a.jpg', '2994179598_a45c2732b5.jpg', '1167669558_87a8a467d6.jpg', '3349451628_4249a21c8f.jpg', '2885387575_9127ea10f1.jpg']"
ball_1402640441_81978e32a9_4,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['3677318686_b018862bb7.jpg', '3490736665_38710f4b91.jpg', '2251747182_6b67a3ab8b.jpg', '1402640441_81978e32a9.jpg', '2120383553_5825333a3f.jpg', '2885387575_9127ea10f1.jpg', '2608289957_044849f73e.jpg', '3456362961_d8f7e347a8.jpg', '2706766641_a9df81969d.jpg', '2128119486_4407061c40.jpg']"
ball_1425069308_488e5fcf9d_0,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","['1415591512_a84644750c.jpg', '3767841911_6678052eb6.jpg', '2914206497_5e36ac6324.jpg', '2718024196_3ff660416a.jpg', '917574521_74fab68514.jpg', '2501595799_6316001e89.jpg', '2652522323_9218afd8c2.jpg', '2160266952_a2ab39191b.jpg', '2120383553_5825333a3f.jpg', '2577972703_a22c5f2a87.jpg']"
ball_1425069308_488e5fcf9d_1,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['3677318686_b018862bb7.jpg', '2706766641_a9df81969d.jpg', '2660008870_b672a4c76a.jpg', '2224450291_4c133fabe8.jpg', '2120383553_5825333a3f.jpg', '2251747182_6b67a3ab8b.jpg', '3456362961_d8f7e347a8.jpg', '2105756457_a100d8434e.jpg', '3218480482_66af7587c8.jpg', '3686924335_3c51e8834a.jpg']"
ball_1425069308_488e5fcf9d_2,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","['3246991821_750a3097e2.jpg', '2343525685_3eba3b6686.jpg', '3456362961_d8f7e347a8.jpg', '2089426086_7acc98a3a8.jpg', '1402640441_81978e32a9.jpg', '3433982387_3fa993cf5a.jpg', '2049051050_20359a434a.jpg', '3677318686_b018862bb7.jpg', '2162564553_96de62c7e6.jpg', '309687244_4bdf3b591f.jpg']"
ball_1425069308_488e5fcf9d_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3503689049_63212220be.jpg', '1167669558_87a8a467d6.jpg', '2307118114_c258e3a47e.jpg', '2994179598_a45c2732b5.jpg', '3106026005_473a7b1c8c.jpg', '2844641033_dab3715a99.jpg', '2621415349_ef1a7e73be.jpg', '2384353160_f395e9a54b.jpg', '2647049174_0fb47cee2e.jpg', '2497420371_74788d7ba1.jpg']"
ball_1425069308_488e5fcf9d_4,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0]","['3677318686_b018862bb7.jpg', '1402640441_81978e32a9.jpg', '3490736665_38710f4b91.jpg', '2885387575_9127ea10f1.jpg', '2251747182_6b67a3ab8b.jpg', '3218480482_66af7587c8.jpg', '1096395242_fc69f0ae5a.jpg', '3259666643_ae49524c81.jpg', '3360930596_1e75164ce6.jpg', '2774430374_fee1d793e7.jpg']"
ball_1523984678_edd68464da_0,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]","['3677318686_b018862bb7.jpg', '3767841911_6678052eb6.jpg', '3456362961_d8f7e347a8.jpg', '197504190_fd1fc3d4b7.jpg', '3686924335_3c51e8834a.jpg', '2501595799_6316001e89.jpg', '2120383553_5825333a3f.jpg', '2475162978_2c51048dca.jpg', '3433982387_3fa993cf5a.jpg', '2652522323_9218afd8c2.jpg']"
ball_1523984678_edd68464da_1,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","['300577375_26cc2773a1.jpg', '3217266166_4e0091860b.jpg', '3259666643_ae49524c81.jpg', '241347760_d44c8d3a01.jpg', '2251747182_6b67a3ab8b.jpg', '3218480482_66af7587c8.jpg', '241347204_007d83e252.jpg', '2533424347_cf2f84872b.jpg', '2943023421_e297f05e11.jpg', '3578841731_f775cab089.jpg']"
ball_1523984678_edd68464da_2,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","['1402640441_81978e32a9.jpg', '3677318686_b018862bb7.jpg', '3433982387_3fa993cf5a.jpg', '3246991821_750a3097e2.jpg', '3456362961_d8f7e347a8.jpg', '2089426086_7acc98a3a8.jpg', '2885387575_9127ea10f1.jpg', '3375549004_beee810e60.jpg', '1329832826_432538d331.jpg', '2587818583_4aa8e7b174.jpg']"
ball_1523984678_edd68464da_3,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['3677318686_b018862bb7.jpg', '1287475186_2dee85f1a5.jpg', '3503689049_63212220be.jpg', '2497420371_74788d7ba1.jpg', '1167669558_87a8a467d6.jpg', '2706766641_a9df81969d.jpg', '2251747182_6b67a3ab8b.jpg', '2878190821_6e4e03dc5f.jpg', '2844641033_dab3715a99.jpg', '2913965136_2d00136697.jpg']"
ball_1523984678_edd68464da_4,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['3677318686_b018862bb7.jpg', '2450299735_62c095f40e.jpg', '3456362961_d8f7e347a8.jpg', '3208074567_ac44aeb3f3.jpg', '3433982387_3fa993cf5a.jpg', '1096395242_fc69f0ae5a.jpg', '2648165716_02e2e74fd6.jpg', '2693425189_47740c22ed.jpg', '2120383553_5825333a3f.jpg', '2608289957_044849f73e.jpg']"
ball_154871781_ae77696b77_0,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1]","['3677318686_b018862bb7.jpg', '3490736665_38710f4b91.jpg', '1402640441_81978e32a9.jpg', '2885387575_9127ea10f1.jpg', '2913965136_2d00136697.jpg', '1523984678_edd68464da.jpg', '3767841911_6678052eb6.jpg', '2251747182_6b67a3ab8b.jpg', '2652522323_9218afd8c2.jpg', '2475162978_2c51048dca.jpg']"
